№ действия,"Роль (актор на конкретном шаге, в т.ч. Система)","Входящие материалы (объект/данные, инициирующие шаги)","Исходящие материалы (объект, являющийся результатом действия)",Наименование шага процесса,Срок (срок и шаг с которого считается срок),Описание процесса (актор и описание)
76,Система,—,—,Документ отправлен по e-mail,—,Завершение процесса отправления по e-mail.
77,Система,Приоритетный способ направления,Сформированный комплект документов для отправления гибридной почтой,Сформировать отправление гибридной почтой,—,Система формирует отправление для гибридной почты для последующего направления получателю.
78,Помощник/секретарь СЗ,Сформированный комплект документов для отправления гибридной почтой,Сформированный комплект документов для отправления гибридной почтой,ТБП139.Проверить выводы системы,—,Помощник/секретарь СЗ проверяет составленный системой комплект документов.
79,Система,Сформированный комплект документов для отправления гибридной почтой,Обновление истории документа,Передать в Почту России,—,"Система, посредством специальной интеграции, передает  сформированный комплект документов для отправления гибридной почтой."
80,Система,—,Обновление истории документа,Ожидание доставки,—,Система ожидает доставки документа и обновляет историю документа в базе данных.
81,Система,Данные об отправлении,Обновление истории документа,Сохранить данные об отправлении ,—,Система обновляет историю документа в базе данных.
82,Система,—,—,Документ отправлен гибридной почтой,—,Завершение процесса направления документа.
83,Почта России,Сформированный комплект документов для отправления гибридной почтой,—,Получить отправление,—,Почта России получает отправление.
84,Почта России,Сформированный комплект документов для отправления гибридной почтой,Распечатанный  комплект документов для отправления гибридной почтой,Распечатать отправление,—,Почта России распечатывает отправление
85,Почта России,Распечатанный  комплект документов для отправления гибридной почтой,Почтовый конверт,Упаковать в конверт или мейлировать,—,"Почта России упаковывает отправление в конверт, заполняет конверт."
86,Почта России,Почтовый конверт,—,Вручить получателю,—,Почта России вручает отправление получателю.
87,"ЛУВД или иные лица, участники процесса",Почтовый конверт,—,Получить документ,—,"ЛУВД или иные лица, участники процесса получают документ."
88,Почта России (автоматически),—,Электронное уведомление,Сделать отметку в электронном уведомлении,—,Система Почты России автоматически делает отметку в электронном уведомлении при получении отправления получателем.
89,"ЛУВД или иные лица, участники процесса",—,—,ЛУВД ознакомлен с отправленным Почтой РФ документом,—,Завершение процесса ознакомления ЛУВД с документом.
90,Почта России,—,—,Отправление вручено?,—,"Почта России проверяет было ли вручено отправление. Если «Да», то переход к шагу 91 процесса.Если «Нет», то переход к шагу 93 процесса"
91,Почта России,Электронное уведомление,—,Получить уведомление,—,Почта России получает уведомление о вручении.
92,Почта России,—,Электронное уведомление,Вернуть электронное уведомление отправителю,—,Почта России отправляет уведомление суду.
93,Почта России,Отправление не вручено,—,Вернуть конверт заявителю,—,Почта России возвращает конверт суду при неудачной попытке вручения.
94,Почта России,—,—,Объединяющий шлюз,—,Шлюз для соединения потоков из 92-го и 93-го шага.
95,Почта России,—,—,Обновить сведения на сайте,—,Почта России обновляет сведения на сайте.
96,Почта России,—,—,Документ передан адресату,—,Почта России завершает процесс отправления документа.
