№ действия,"Роль (актор на конкретном шаге, в т.ч. Система)","Входящие материалы (объект/данные, инициирующие шаги)","Исходящие материалы (объект, являющийся результатом действия)",Наименование шага процесса,Срок (срок и шаг с которого считается срок),Описание процесса (актор и описание)
191,Ответчик,Решение по делу,-,Требуется ли исполнить добровольно?,-,"Если да, то переход к шагу 192. Если нет, то переход к шагу 195"
192,Ответчик,Решение по делу,Подтверждение добровольного исполнения,Исполнить СА,-,Предусмотреть возможность отплатить через ЛК
193,Ответчик,Подтверждение добровольного исполнения,-,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
194,Ответчик,-,Ходатайства по исполнительному производству,Подать документы в суд,-,Подача документов в электронном виде через форму подачи документов в суд
195,Ответчик,Решение по делу,-,Ожидать принудительного исполнения,-,Ответчик ожидает принудительного исполнения судебного акта
196,Судья,Решение по делу,-,Ожидать вступление в законную силу 1 месяц,-,Судья ожидает вступления судебного акта в законную силу
197,Истец,"Решение по делу, вступившее в законную силу",-,Требуется ли заявить ходатайства связанные с исполнительным производством?,-,"Если да, то переход к шагу 198. Если нет, то переход к шагу 199"
198,Истец,-,Ходатайства по исполнительному производству,Контролировать принудительное исполнение,-,Подача документов в электронном виде через форму подачи документов в суд
199,Истец,-,Документы по исполнительному производству,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
200,Истец,"Решение по делу, вступившее в законную силу",-,"Переход к процессу разрешение вопросов, связанных с исполнением судебного акта",-,"Истец инициирует переход к процессу разрешения вопросов, связанных с исполнением судебного акта"
201,Ответчик,-,-,Требуется ли заявить ходатайства связанные с исполнительным производством?,-,"Если да, то переход к шагу 202. Если нет, то переход к шагу 203"
202,Ответчик,-,Ходатайства по исполнительному производству,Контролировать принудительное исполнение,-,Подача документов в электронном виде через форму подачи документов в суд
203,Ответчик,-,Документы по исполнительному производству,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
204,Ответчик,Документы по исполнительному производству,-,"Переход к процессу разрешение вопросов, связанных с исполнением судебного акта",-,"Ответчик инициирует переход к процессу разрешения вопросов, связанных с исполнением судебного акта"
205,Канцелярия,Документы по делу,-,Поступил документ,-,Канцелярия регистрирует поступление документа в рамках текущего дела
206,Канцелярия,Документы по делу,Зарегистрированный документ,ТБП53.Принять входящий документ,-,"Переход к типовому процессу ""Принять входящий документ"". При поступлении заявления в суд происходит регистрация входящего документа и его распределение судье (при необходимости). Результатом этого ТП будет являться зарегистрированный документ"
207,Судья,Зарегистрированный документ,-,-,-,Объединение потоков для обращения к исполнению
208,Судья,"Решение по делу, вступившее в законную силу",Исполнительный лист,ТБП91.Обратить СА к исполнению,1 месяц,"Переход к типовому процессу ""Обратить СА к исполнению"""
209,Судья,Исполнительный лист,-,Ожидать 2 месяцев с даты вступления в законную силу СА,-,Ожидаем истечения срока обжалования в кассационном порядке
210,Истец,-,-,Возникла необходимость в отмене обеспечительных мер,-,Истец инициирует процедуру отмены обеспечительных мер
211,Истец,-,-,Переход в процесс рассмотрения обеспечительных мер,-,Истец инициирует переход в процесс рассмотрения обеспечительных мер
212,Ответчик,-,-,Возникла необходимость в отмене обеспечительных мер,-,Ответчик инициирует процедуру отмены обеспечительных мер
213,Ответчик,-,-,Переход в процесс рассмотрения обеспечительных мер,-,Ответчик инициирует переход в процесс рассмотрения обеспечительных мер
214,Истец,-,-,Возникла необходимость во взыскании судебных расходов,-,Истец инициирует процедуру взыскания судебных расходов
215,Истец,-,-,Переход в процесс рассмотрения заявления о взыскании судебных расходов,-,"Истец инициирует переход в процесс рассмотрения заявления о взыскании судебных расходов. Заявителю/истцу необходимо подать соответствующее заявление в суд первой инстанции, поскольку именно там находятся материалы по основному спору (ч. 2 ст. 112 АПК РФ), даже если он взыскивает расходы, понесенные при пересмотре дела вышестоящей инстанцией (вышестоящими инстанциями)."
216,Ответчик,-,-,Возникла необходимость во взыскании судебных расходов,-,Ответчик инициирует процедуру взыскания судебных расходов
217,Ответчик,-,-,Переход в процесс рассмотрения заявления о взыскании судебных расходов,-,"Ответчик инициирует переход в процесс рассмотрения заявления о взыскании судебных расходов. Заявителю необходимо подать соответствующее заявление в суд первой инстанции, поскольку именно там находятся материалы по основному спору (ч. 2 ст. 112 АПК РФ), даже если он взыскивает расходы, понесенные при пересмотре дела вышестоящей инстанцией (вышестоящими инстанциями))."
218,Истец,-,-,Возникла необходимость в индексации присужденных денежных сумм,-,Истец инициирует процедуру индексации присужденных денежных сумм
219,Истец,-,-,Переход в процесс рассмотрения вопроса об индексации,-,"Истец инициирует переход в процесс рассмотрения вопроса об индексации. Согласно ст. 183 заявление об индексации присужденных судом денежных сумм может быть подано в срок, не превышающий одного года со дня исполнения должником судебного акта. При наличии уважительных причин указанный срок может быть восстановлен арбитражным судом в порядке, предусмотренном статьей 117. Заявление об индексации присужденных судом денежных сумм может быть подано в срок, не превышающий одного года со дня исполнения должником судебного акта. При наличии уважительных причин указанный срок может быть восстановлен арбитражным судом в порядке, предусмотренном статьей 117 АПК. Определения могут быть обжалованы."
220,Ответчик,-,-,Возникла необходимость в индексации присужденных денежных сумм,-,Ответчик инициирует процедуру индексации присужденных денежных сумм
221,Ответчик,-,-,Переход в процесс рассмотрения вопроса об индексации,-,"Ответчик инициирует переход в процесс рассмотрения вопроса об индексации. Согласно ст. 183 заявление об индексации присужденных судом денежных сумм может быть подано в срок, не превышающий одного года со дня исполнения должником судебного акта. При наличии уважительных причин указанный срок может быть восстановлен арбитражным судом в порядке, предусмотренном статьей 117. Заявление об индексации присужденных судом денежных сумм может быть подано в срок, не превышающий одного года со дня исполнения должником судебного акта. При наличии уважительных причин указанный срок может быть восстановлен арбитражным судом в порядке, предусмотренном статьей 117 АПК. Определения могут быть обжалованы."
222,Истец,-,-,Возникла необходимость в разъяснении решения,-,Истец инициирует процедуру разъяснения решения
223,Истец,-,Заявление о разъяснении решения,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
224,Истец,Заявление о разъяснении решения,-,Завершение процесса,-,Завершение процесса разъяснения решения
225,Ответчик,-,-,Возникла необходимость в разъяснении решения,-,Ответчик инициирует процедуру разъяснения решения
226,Ответчик,-,Заявление о разъяснении решения,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
227,Ответчик,Заявление о разъяснении решения,-,Завершение процесса,-,Завершение процесса разъяснения решения
228,Судья,Заявление о разъяснении решения,-,Поступило заявление о разъяснении решения,-,Судья регистрирует поступление заявления о разъяснении решения
229,Судья,Заявление о разъяснении решения,Определение о разъяснении решения,ТБП90.Рассмотреть вопрос о разъяснении СА,5 дней,"Переход к типовому процессу ""Рассмотреть вопрос о разъяснении СА"". В результате данного ТП Судья рассматривает вопрос о разъяснении судебного акта без проведения судебного заседания и без извещения лиц, участвующих в деле и иных лиц"
230,Судья,Определение о разъяснении решения,-,Завершение процесса,-,Завершение процесса разъяснения решения
231,Истец,-,-,Возникла необходимость в исправлении описок/опечаток,-,Истец инициирует процедуру исправления описок/опечаток
232,Истец,-,Заявление об исправлении описок/опечаток,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
233,Истец,Заявление об исправлении описок/опечаток,-,Завершение процесса,-,Завершение процесса исправления описок
234,Иные ЛУВД,-,-,Возникла необходимость в исправлении описок/опечаток,-,Иные ЛУВД инициирует процедуру исправления описок/опечаток
235,Иные ЛУВД,-,Заявление об исправлении описок/опечаток,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
236,Иные ЛУВД,Заявление об исправлении описок/опечаток,-,Завершение процесса,-,Завершение процесса исправления описок
237,Ответчик,-,-,Возникла необходимость в исправлении описок/опечаток,-,Ответчик инициирует процедуру исправления описок/опечаток
238,Ответчик,-,Заявление об исправлении описок/опечаток,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
239,Ответчик,Заявление об исправлении описок/опечаток,-,Завершение процесса,-,Завершение процесса исправления описок
240,Судья,Заявление об исправлении описок/опечаток,-,Поступило заявление об исправлении описок/опечаток,-,Судья регистрирует поступление заявления об исправлении описок/опечаток
241,Судья,Заявление об исправлении описок/опечаток,Определение об исправлении ошибок,ТБП52.Рассмотреть вопрос об исправлении ошибок,5 дней,"Переход к типовому процессу ""Рассмотреть вопрос об исправлении ошибок"". В результате данного ТП Судья рассматривает вопрос об исправлении описок/опечаток судебного акта без проведения судебного заседания и без извещения лиц, участвующих в деле и иных лиц. При этом содержание СА по существу, остается неизменным. По результатам рассмотрения заявления выносится определение, которое может быть обжаловано (ст. 179 АПК РФ)"
242,Судья,Определение об исправлении ошибок,-,Вопрос об исправлении ошибок рассмотрен судом,-,Завершение процесса исправления описок
243,Истец,-,-,Возникла необходимость в дополнительном решении,-,Истец инициирует процедуру вынесения дополнительного решения
244,Истец,-,Заявление о вынесении дополнительного решения,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
245,Истец,Заявление о вынесении дополнительного решения,-,Завершение процесса,-,Завершение процесса вынесения дополнительного решения
246,Ответчик,-,-,Возникла необходимость в дополнительном решении,-,Ответчик инициирует процедуру вынесения дополнительного решения
247,Ответчик,-,Заявление о вынесении дополнительного решения,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
248,Ответчик,Заявление о вынесении дополнительного решения,-,Завершение процесса,-,Завершение процесса вынесения дополнительного решения
249,Судья,Заявление о вынесении дополнительного решения,-,Поступило заявление о вынесении дополнительного решения,-,Судья регистрирует поступление заявления о вынесении дополнительного решения
250,Судья,Заявление о вынесении дополнительного решения,Дополнительное решение,ТБП30.Рассмотреть вопрос о дополнительном решении,5 дней,"Переход к типовому процессу ""Рассмотреть вопрос о дополнительном решении"". В результате данного ТП Судья рассматривает вопрос о вынесении дополнительного решения. Вопрос о принятии арбитражным судом дополнительного решения разрешается в судебном заседании. Лица, участвующие в деле, извещаются о времени и месте судебного заседания. Неявка надлежащим образом извещенных лиц не препятствует рассмотрению вопроса о принятии дополнительного решения. В результате рассмотрения выносится Дополнительное решение арбитражного суда и определение арбитражного суда об отказе в принятии дополнительного решения, оба могут быть обжалованы (ст. 178 АПК)"
251,Судья,Дополнительное решение,-,Завершение процесса,-,Завершение процесса вынесения дополнительного решения
252,Канцелярия,Материалы дела,"Материалы дела, переданные в архив",ТБП89.Передать дело в архив,-,"Переход к типовому процессу ""Передать дело в архив"""
253,Судья,-,-,Завершение процесса,-,Окончательное завершение процесса рассмотрения искового дела
