№ действия,"Роль (актор на конкретном шаге, в т.ч. Система)","Входящие материалы (объект/данные, инициирующие шаги)","Исходящие материалы (объект, являющийся результатом действия)",Наименование шага процесса,Срок (срок и шаг с которого считается срок),Описание процесса (актор и описание)
28,Система,Данные о реквизитах оплаты для АУ,Реквизиты для оплаты АУ,Указать в СА реквизиты для оплаты АУ,—,Система указывает в судебном акте реквизиты для оплаты вознаграждения арбитражному управляющему
29,Суд,—,—,Необходимо разрешить вопросы обеспечительных мер? Эксклюзивный шлюз,—,Эксклюзивный шлюз. Да: переход к шагу 20 Нет: переход к шагу 21
30,Суд,—,—,Переход в процесс рассмотрения обеспечительных мерЗавершение процесса.,—,Завершение процесса. При необходимости разрешения вопросов обеспечительных мер суд переходит к их рассмотрению
31,Суд,"",—,Необходимо разрешить иные вопросы в ходе судебного разбирательства? Эксклюзивный шлюз,—,"Суд решает, необходимо ли разрешить иные вопросы в ходе судебного разбирательства.Да: переход к шагу 32,Нет: переход к шагу 36"
32,Суд,—,—,Требуется перейти в судебное разбирательство? Эксклюзивный шлюз,—,Эксклюзивный шлюз. Да: переход к шагу 33 Нет: переход к шагу 34
33,Суд,—,—,Переход в процесс провести СЗ,—,При необходимости судебного разбирательства суд переходит к проведению судебного заседания
34,Суд,—,—,Сформировать правовую позицию по делу,"","Переход в типовой процесс ""Сформировать правовую позицию по делу"""
35,Суд,—,—,Рассмотреть по существу,"","Суд рассматривает заявление по существу Переход в типовой процесс ""Рассмотреть по существу"""
36,Суд,—,—,Эксклюзивный шлюз,"","Эксклюзивный шлюз. Эксклюзивный закрывающий шлюз, объединяющий потоки из 31-го, 35-го шага"
37,Суд,—,—,Необходимо дополнительное исследование доказательств или выяснение обстоятельств? Эксклюзивный шлюз,—,"Суд решает, необходимо ли дополнительное исследование доказательств или выяснение обстоятельств.Да: переход к шагу 38,Нет: переход к шагу 39"
38,Суд,"",—,Переход к основной схеме в зависимости от процедуры банкротства,—,При необходимости дополнительного исследования суд переходит к основной схеме в зависимости от процедуры банкротства
39,Система,—,—,Сохранить данные,—,Система сохраняет данные по итогу работы с делом/номенклатурным делом
40,Суд,—,—,Решен вопрос о завершении реализации,—,Реализация имущества завершена
