№ действия,"Роль (актор на конкретном шаге, в т.ч. Система)","Входящие материалы (объект/данные, инициирующие шаги)","Исходящие материалы (объект, являющийся результатом действия)",Наименование шага процесса,Срок (срок и шаг с которого считается срок),Описание процесса (актор и описание)
10,Система,"","",Завершение процесса,"",Завершение процесса
11,Судья,"","",Документы поданы,"",Документы поданы
12,Министерство юстиции РФ,Документы от иностранного суда/ компетентного органа иностранного государства,—,Получен документ,—,"Министерство юстиции РФ получает документы от иностранного суда, компетентного органа иностранного государства"
13,Министерство юстиции РФ,"",Судебное поручение иностранного суда,ТБП7.Подать документы в суд,—,"Переход к ТП ""Подать документы в суд"". В результате данного ТП Министерство юстиции РФ направляет документы в соответствующий российский суд"
14,Министерство юстиции РФ,"","",Завершение процесса,"",Завершение процесса
15,Канцелярия суда ,Судебное поручение,"",Поступило судебное поручение,"",Канцелярия фиксирует поступление судебного поручения. Экспедиция суда-исполнителя ставит штамп входящей даты и регистрирует письмо в журнале входящей корреспонденции; САС создаёт карточку документа
16,Канцелярия,Судебное поручение,Зарегистрированный документ (судебное поручение),ТБП53.Принять входящий документ,"В день поступления в суд. Документы, поступившие в рабочие дни после 15 часов, могут быть зарегистрированы на следующий рабочий день",Переход к типовому процессу «Принять входящий документ».При поступлении заявления в суд происходит регистрация входящего документа и его распределение судье (при необходимости). Результатом этого ТП будет являться зарегистрированный документ
17,Система,"","",Проанализировать поручение,"",Система анализирует поручение
18,Судья,—,—,Подлежит исполнению?Эксклюзивный шлюз,—,Судья принимает решение о возможности исполнения запроса.Да: переход к шагу 19Нет: переход к шагу 26
19,Судья,—,"",Для исполнения  получения требуется назначить СЗ?Эксклюзивный шлюз,—,Для исполнения  получения требуется назначить СЗ?Да: переход к шагу 20Нет: переход к шагу 23
20,Судья,—,Определение о назначении СЗ,ТБП44.Назначить СЗ,—,"Переход к типовому процессу «Назначить СЗ». В результате данного ТП Судья назначает судебное заседание при необходимости.Согласно п.26 Постановлению Пленума ВАС РФ от 17.02.2011 N 12 Судья принял решение о необходимости проведения судебного заседания для принятия законного и обоснованного решения по заявлению о взыскании/распределении судебных расходов, в таком случае будет вынесено определение о назначении судебного заседания. О дате, месте и времени судебного заседания извещаются ЛУВД.Секретарь оформляет определение о назначении СЗ и рассылает повестки; заседание вносится в расписание суда."
21,Помощник судьи ,—,—,ТБП66.Подготовиться к СЗ,—,"Переход к типовому процессу ""Подготовиться к СЗ"". В результате данного ТП Помощник судьи готовится к проведению судебного заседания. В рамках подготовки проверяется извещены ли сторон разбирательства о времени и месте судебного заседания. Неявка указанных лиц, извещенных надлежащим образом о времени и месте судебного заседания, не является препятствием к проведению заседания, если это не противоречит существу поручения.(ч.1 ст.74 АПК РФ)"
22,Судья,—,—,ТБП68.Провести СЗ,—,"Переход к типовому процессу ""Провести СЗ"". Результатом данного ТП станет проведение судебного заседания по рассмотрению запроса третейского суда. В рамках СЗ судьей определяется возможность суда исполнить поручение в получении доказательств в порядке ст. 66 АПК РФ."
23,Судья,"","",Совершить процессуальные действия,"",Судья совершает процессуальные действия
24,Судья,"","",Эксклюзивный шлюз,"","Эксклюзивный шлюз, переход к шагу 25"
25,Судья,—,—,Поручение исполнено?Эксклюзивный шлюз,—,"Судья оценивает, исполнено ли поручение.Да: переход к шагу 27Нет: переход к шагу 28"
26,Судья,"","",Эксклюзивный шлюз,"","Эксклюзивный шлюз, переход к шагу 28"
27,Судья,—,Определение об исполнении судебного порученияОпределение об исполнении запроса третейского суда о содействии в получении доказательствОпределение об исполнении судебного поручения иностранного судаОпределение об исполнении поручения компетентного органа иностранного государства,ТБП80.Принять СА,—,"Переход к типовому процессу ""Принять СА"". В результате данного ТП Судья принимает решение о принятии определений. Согласно ст.74 АПК РФ Судебное поручение выполняется в судебном заседании арбитражного суда по правилам, установленным настоящим Кодексом. Лица, участвующие в деле, извещаются о времени и месте судебного заседанияСогласно ч.7 ст. 74.1 АПК РФ Об исполнении запроса выносится определение, которое со всеми материалами, собранными при исполнении запроса, в трехдневный срок пересылается в третейский суд, направивший запрос, либо передается стороне третейского разбирательства, представившей запрос третейского суда, если в запросе прямо оговорена возможность получения истребуемых доказательств стороной третейского разбирательства.Согласно ст. 37.11 Инструкции по делопроизводству №100 в поручениях, как правило, устанавливается конкретный срок (календарная дата) их исполнения. Если срок исполнения не указан, поручение должно быть исполнено в месячный срок, начиная отсчет от даты подписания поручения."
28,Судья,—,Определение об отказе в исполнении запроса третейского судаОпределение о невозможности исполнения судебного поручения иностранного судаОпределение о невозможности исполнения судебного порученияОпределение о невозможности исполнения поручения компетентного органа иностранного государства,ТБП80.Принять СА,—,"Переход к типовому процессу ""Принять СА"". В результате данного ТП Судья принимает решение о принятии определений. Суд отказывает в исполнении запроса третейского суда о содействии в получении доказательств в случаях, предусмотренных РФ, частью 4 статьи 74.1 АПК РФ. Определение об отказе в исполнении запроса третейского суда не обжалуется.Согласно ст. 37.11 Инструкции по делопроизводству №100 в поручениях, как правило, устанавливается конкретный срок (календарная дата) их исполнения. Если срок исполнения не указан, поручение должно быть исполнено в месячный срок, начиная отсчет от даты подписания поручения.Определение о невозможности исполнения судебного поручения регулируются положениями с ч.2 ст.74 АПК РФ"
29,Судья,"","",Требуется перевод?Эксклюзивный шлюз,"",Требуется перевод?Да: переход к шагу 30Нет: переход к шагу 31
30,Система,"",Переведенный судебный акт,Перевести СА,—,Результатом данного процесса станет перевод судебного акта на иностранный язык 
31,Судья,"","",Эксклюзивный шлюз,"","Эксклюзивный шлюз, переход к шагу 32"
32,Система,"","",Предоставить доступ к документам подлежащим передачи,"",Система предоставляет доступ к документам подлежащим передачи
33,Судья,"","",Требуется перевод?Эксклюзивный шлюз,"",Требуется перевод?Да: переход к шагу 34Нет: переход к шагу 35
34,Система,"",Переведенный судебный акт,Перевести СА,—,Результатом данного процесса станет перевод судебного акта на иностранный язык 
35,Судья,"","",Эксклюзивный шлюз,"","Эксклюзивный шлюз, переход к шагу 36"
36,Судья,"","",Эксклюзивный шлюз,"","Эксклюзивный шлюз, переход к шагу 37"
37,Система,"","",Синхронизировать дело,"",Система синхронизирует дело 
38,Министерство юстиции РФ,"","",Получено уведомлениео предоставлении доступ,"",Получено уведомлениео предоставлении доступ
39,Министерство юстиции РФ,"","",Подтвердить получение доступа к документам,"",Министерство юстиции РФ подтверждают получение доступа к документам
40,Министерство юстиции РФ,"","",Уведомить суд о направлении документов,"",Министерство юстиции РФ уведомляет суд о направлении документов
41,Министерство юстиции РФ,"","",Завершение процесса,"",Завершение процесса
42,Третейский суд с местом арбитража на территории РФ,"","",Получено уведомлениепо вопросу об СА,—,Получено уведомление по вопросу об СА
43,Третейский суд с местом арбитража на территории РФ,Определение об отказе в исполнении запроса третейского суда,—,Ознакомиться,—,Третейский суд знакомится с определением об отказе в исполнении запроса
44,Третейский суд с местом арбитража на территории РФ,"","",Завершение процесса,"",Завершение процесса
45,"Поручитель (Арбитражный суд, суд общей юрисдикции, мировой судья)",Определение об исполнении судебного поручения,"",Получено уведомление об исполнении поручения,"",Получено уведомление об исполнении поручения
46,"Поручитель (Арбитражный суд, суд общей юрисдикции, мировой судья)","","",Ознакомиться ,"","Поручитель (Арбитражный суд, суд общей юрисдикции, мировой судья) знакомится  с определением"
47,"Поручитель (Арбитражный суд, суд общей юрисдикции, мировой судья)",—,—,Переход в основной процесс,—,"Переход в основной процесс. Переход в каркасный процесс, из которого вызывалось поручение"
48,"Поручитель (Арбитражный суд, суд общей юрисдикции, мировой судья)",Определение о невозможности исполнении судебного поручения,"",Уведомление о невозможности исполнения судебного поручения,"",Уведомление о невозможности исполнения судебного поручения
49,"Поручитель (Арбитражный суд, суд общей юрисдикции, мировой судья)","","",Ознакомиться ,"","Поручитель (Арбитражный суд, суд общей юрисдикции, мировой судья) знакомится  с определением"
50,"Поручитель (Арбитражный суд, суд общей юрисдикции, мировой судья)",—,—,Требуется ли повторно направить поручение?,—,"Поручитель (Арбитражный суд, суд общей юрисдикции, мировой судья) оценивает необходимость повторного направления.Да: переход к шагу 51Нет: переход к шагу 52"
51,"Поручитель (Арбитражный суд, суд общей юрисдикции, мировой судья)",—,—,Переход в основной процесс,—,"Переход в основной процесс. Переход в каркасный процесс, из которого вызывалось поручение"
52,"Поручитель (Арбитражный суд, суд общей юрисдикции, мировой судья)",—,—,Переход в шаг 6,—,Переход в шаг 6
53,Судья,—,—,6 месяцев с даты окончания срока на обжалование последнего судебного акта,"",Судья ожидает истечения срока на обжалование последнего судебного акта
54,Судья,Материалы дела,"Материалы дела, подготовленные к сдаче в архив",ТБП89.Передать дело в архив,"","Переход к Типовому процессу ""Передать дело в архив"", результатом ТП является подготовка и передача судьей дела в архив после завершения рассмотрения"
55,Судья,"","",Завершение процесса,"",Завершение процесса
