№ действия,"Роль (актор на конкретном шаге, в т.ч. Система)","Входящие материалы (объект/данные, инициирующие шаги)","Исходящие материалы (объект, являющийся результатом действия)",Наименование шага процесса,Срок (срок и шаг с которого считается срок),Описание процесса (актор и описание)
10,Помощник судьи,—,Дело из архива,ТБП92.Вернуть из архива,—,Помощник возвращает дело из архива. Переход к типовому процессу «Вернуть из архива»
11,Система,—,Восстановленное дело,Восстановить дело,—,Система изменяет статус архивного дела на восстановлено
12,Помощник судьи,"","",Эксклюзивный шлюз,"",Эксклюзивный шлюз
13,Судья,Зарегистрированное заявление об индексации присужденных судом денежных сумм,-Определение о возвращении ИЗ-Определение об оставлении ИЗ без движения-Определение об отказе в принятии ИЗ-Определение о принятии ИЗ-Определение о назначении СЗ,ТБП31.Рассмотреть вопрос о принятии,"Срок для представления доказательств и отзыва на исковое заявление, отзыва на заявление ответчиком или другим заинтересованным лицом- не менее 15 дней со дня вынесения определения о принятии искового заявленияСрок размещения определения в информационно-телекоммуникационной сети ""Интернет"" не позднее следующего дня после дня вынесения этого определения","Судья рассматривает вопрос о принятии заявления к производству. Переход к типовому процессу ""Рассмотреть вопрос о принятии"". Согласно ч.2 ст.183 АПК РФ заявление рассматривается с учетом особенностей рассмотрения дела в порядке упрощенного производства.Принятие иска:Согласно ст. 18 Постановления пленума от 18.04.2017 N 10 При принятии искового заявления (заявления) к производству суд решает вопрос о том, относится ли дело к категориям дел, указанным частях 1 и 2 статьи 227 АПК РФ.Если по формальным признакам дело относится к приведенным категориям дел, то оно должно быть рассмотрено в порядке упрощенного производства, о чем указывается в определении о принятии искового заявления (заявления) к производству ( часть 2 статьи 228 АПК РФ). Согласие сторон на рассмотрение данного дела в таком порядке не требуется.В определении о рассмотрении дела в порядке упрощенного производства суд устанавливает для представления доказательств и отзыва на исковое заявление, отзыва на заявление ответчиком или другим заинтересованным лицом в соответствии со статьей 131 АПК РФ срок, который не может составлять менее чем пятнадцать дней со дня вынесения определения о принятии искового заявления, заявления к производству. Одновременно с указанным определением сторонам направляются данные, необходимые для идентификации сторон, в целях доступа к материалам дела в электронном виде.Определение, вынесенное арбитражным судом по результатам рассмотрения вопроса о принятии искового заявления, заявления, размещается в установленном порядке в информационно-телекоммуникационной сети ""Интернет"" не позднее следующего дня после дня вынесения этого определения."
14,Судья,"","",Заявление принято к рассмотрению?,"",Заявление принято к рассмотрению?Да: переход к шагу 45Нет: переход к шагу 15
15,Судья,"","",6 месяцев с даты вступления в законную силу СА,"",Судья ожидает 6 месяцев с даты вступления в законную силу СА
16,Судья,Материалы дела,"Материалы дела, подготовленные к сдаче в архив",ТБП89.Передать дело в архив,"","Переход к Типовому процессу ""Передать дело в архив"", результатом ТП является подготовка и передача судьей дела в архив после завершения рассмотрения"
17,Судья,"","",Завершение процесса передачи дела в архив,"",Завершение процесса передачи дела в архив
18,Заявитель (Взыскатель/Должник),"","",Получено уведомление о поступлении отзыва,"",Заявитель (Взыскатель/Должник) получает уведомление о поступлении отзыва
19,Заявитель (Взыскатель/Должник),"","",Ознакомиться с материалами дела в ЛК,"",Заявитель (Взыскатель/Должник) знакомится с материалами дела в ЛК
20,Заявитель (Взыскатель/Должник),"","",Необходимо подать возражение?,"",Необходимо подать возражение?Эксклюзивный шлюз Да: переход к шагу 22Нет: переход к шагу 21
21,Заявитель (Взыскатель/Должник),"","",Завершение процесса,"",Завершение процесса
22,Заявитель (Взыскатель/Должник),—,Возражение,ТБП7.Подать документы в суд,Срок установленный судом,"Переход к типовому процессу ""Подать документы в суд"". В результате данного ТП Заявитель (Взыскатель/Должник) формирует и подает в суд возражение на отзыв"
23,Заявитель (Взыскатель/Должник),"","",Завершение процесса,"",Завершение процесса
24,Система,"","",Ограничить подачу,"",Система автоматически ограничивает подачу
25,Заявитель (Взыскатель/Должник),"","",Ограничена подача в связи с окончанием срока установленного судом.,"",Завершение процесса
26,Иные ЛУВД,"","",Получено уведомление о принятии,"",Иные ЛУВД получают уведомление о принятии
27,Иные ЛУВД,"","",Ознакомиться с материалами дела в ЛК,"",Иные ЛУВД знакомятся с материалами дела
28,Иные ЛУВД,"","",Необходимо подать отзыв?,"",Необходимо подать возражение?Эксклюзивный шлюз Да: переход к шагу 30Нет: переход к шагу 29
29,Иные ЛУВД,"","",Лицо ознакомлено.,"",Завершение процесса
30,Иные ЛУВД,—,Отзыв,ТБП7.Подать документы в суд,"Срок не установлен, но должно быть подано до проведения СЗ.","Переход к типовому процессу ""Подать документы в суд"". В результате данного ТП Иные ЛУВД формирует и подает в суд отзыв на исковое заявление"
31,Иные ЛУВД,"","",Завершение процесса,"",Завершение процесса
32,Система,"","",Ограничить подачу,"",Система автоматически ограничивает подачу
33,Иные ЛУВД,"","",Ограничена подача в связи с окончанием срока установленного судом.,"",Завершение процесса
34,Канцелярия,"","",Поступили документы по делу,"",""
35,Канцелярия,Возражение/Отзыв на заявление,Зарегистрированный документ,ТБП53.Принять входящий документ,"В день поступления в суд. Документы, поступившие в рабочие дни после 15 часов, могут быть зарегистрированы на следующий рабочий день",Переход к типовому процессу «Принять входящий документ». При поступлении заявления в суд происходит регистрация входящего документа и его распределение судье (при необходимости). Результатом этого ТП будет являться зарегистрированный документ
36,Заявитель (Взыскатель/Должник),"","",Возникла необходимость в рассмотрении дела в своё отсутствие,"","Если лицо не может присутствовать на судебном заседании по делу, оно имеет возможность заранее уведомить суд, отправив соответствующее ходатайство. Это поможет избежать наложения штрафных санкций (ст. 156 АПК РФ)"
37,Заявитель (Взыскатель/Должник),—,Ходатайство о рассмотрении дела в отсутствие представителя/в свое отсутствие.,ТБП7.Подать документы в суд,"Срок не установлен, но должно быть подано до проведения СЗ.","Переход к типовому процессу «Подать документы в суд», в рамках которого Заявитель (Взыскатель/Должник) формирует и направляет Ходатайство о рассмотрении дела в свое отсутствие/отсутствие представителя для предупреждения об отсутствии в силу уважительных причин"
38,Заявитель (Взыскатель/Должник),"","",Завершение процесса,"",Завершение процесса
39,Иные ЛУВД,"","",Возникла необходимость в рассмотрении дела в своё отсутствие,"","Если лицо не может присутствовать на судебном заседании по делу, оно имеет возможность заранее уведомить суд, отправив соответствующее ходатайство. Это поможет избежать наложения штрафных санкций (ст. 156 АПК РФ)"
40,Иные ЛУВД,—,Ходатайство о рассмотрении дела в отсутствие представителя/в свое отсутствие.,ТБП7.Подать документы в суд,"Срок не установлен, но должно быть подано до проведения СЗ.","Переход к типовому процессу «Подать документы в суд», в рамках которого Иные ЛУВД формирует и направляет Ходатайство о рассмотрении дела в свое отсутствие/отсутствие представителя для предупреждения об отсутствии в силу уважительных причин"
41,Иные ЛУВД,"","",Завершение процесса,"",Завершение процесса
42,Канцелярия,Ходатайство о рассмотрении дела в отсутствие представителя/в свое отсутствие.,Зарегистрированный документ,Поступил документ по делу,"",Канцелярия принимает и регистрирует отзыв на исковое заявление и возражение на отзыв на заявление
43,Канцелярия,Ходатайство о рассмотрении дела в отсутствие представителя/в свое отсутствие.,Зарегистрированный документ,ТБП53.Принять входящий документ,"В день поступления в суд. Документы, поступившие в рабочие дни после 15 часов, могут быть зарегистрированы на следующий рабочий день",Переход к типовому процессу «Принять входящий документ». При поступлении заявления в суд происходит регистрация входящего документа и его распределение судье (при необходимости). Результатом этого ТП будет являться зарегистрированный документ
44,Канцелярия,"","",Входящий документ зарегистрирован,"",Завершение процесса
45,Помощник судьи,"","",Эксклюзивный шлюз,"",Эксклюзивный шлюз
46,Помощник судьи,"",Материалы дела,ТБП119.Подготовить заявление к рассмотрению,"","Переход к типовому процессу ""Подготовить заявление к рассмотрению"". В результате данного ТП помощник судьи готовит дело к рассмотрению."
47,Судья,"","",Необходимо назначить СЗ?,"",Судья определяет необходимо ли назначить СЗ по делу в порядке ч.5 ст.228 АПК РФДа: переход к шагу 48Нет: переход к шагу 51Эксклюзивный шлюз
48,Судья,"",Определение о назначении СЗ,ТБП44.Назначить СЗ,"","Согласно ч.5 ст.228 АПК РФ: С учетом характера и сложности дела арбитражный суд вправе по своей инициативе или по ходатайству лиц, участвующих в деле, провести судебное заседание с вызовом лиц, участвующих в деле, без перехода к рассмотрению дела по общим правилам искового производства или по правилам административного судопроизводства. О назначении судебного заседания к судебному разбирательству суд выносит определение в порядке ст. 137 АПК РФ"
49,Помощник судьи,Дело/документ,Подготовленные материалы к СЗ,ТБП66.Подготовиться к СЗ,"","Переход к Типовому процессу «Подготовиться к СЗ».В ходе подготовки к СЗ помощник судьи будет проверять: извещены ли стороны о судебном заседании, будут собирать поступающие отзывы/возражения по делу, будет проведен предварительный анализ поступивших документов, будет проверять был ли предоставлен доступ к ознакомлению с делу электронно всем сторонам и другие вопросы, подлежащие выяснению в рамках подготовки к проведению судебного заседания.Согласно ст.24 Постановления Пленума ВС РФ от 18.04.2017 N 10: Лица, участвующие в деле, рассматриваемом в порядке упрощенного производства, считаются получившими копии определения о принятии искового заявления (заявления) к производству и рассмотрении дела в порядке упрощенного производства, если ко дню принятия решения суд располагает доказательствами вручения им соответствующих копий, направленных заказным письмом с уведомлением о вручении (часть 1 статьи 122 АПК РФ), а также в случаях, указанных в частях 2 - 5 статьи 123 АПК РФ, или иными доказательствами получения лицами, участвующими в деле, информации о начавшемся судебном процессе. Гражданин, индивидуальный предприниматель и юридическое лицо несут риск последствий неполучения копии указанного определения по обстоятельствам, зависящим от них.Если ко дню принятия решения по делу, рассматриваемому в порядке упрощенного производства, соответствующая информация в суд не поступила, либо поступила, но с очевидностью свидетельствует о том, что лицо не имело возможности ознакомиться с материалами дела и представить возражения и доказательства в обоснование своей позиции в порядке, предусмотренном частью 3 статьи 228 АПК РФ, суд выносит определение о рассмотрении дела по общим правилам искового производства или по правилам производства по делам, возникающим из административных и иных публичных правоотношений, в связи с необходимостью выяснения дополнительных обстоятельств или исследования дополнительных доказательств (часть 5 статьи 227 АПК РФ)."
50,Судья,"","",ТБП68.Провести СЗ,В течение 2 месяцев,"Переход к типовому процессу ""Провести СЗ"". В результате данного ТП Судья проводит СЗ для рассмотрения искового заявления. Согласно ч.5 ст.227 АПК РФ: судья рассматривает дело в порядке упрощенного производства без вызова сторон после истечения сроков, установленных судом для представления доказательств и иных документов в соответствии с частью 3 ст.227 АПК РФ. Предварительное судебное заседание по делам, рассматриваемым в порядке упрощенного производства, не проводится.Суд исследует изложенные в представленных сторонами документах объяснения, возражения и (или) доводы лиц, участвующих в деле, и принимает решение на основании доказательств, представленных в течение указанных сроков. При рассмотрении дела в порядке упрощенного производства не применяются правила, предусмотренные статьями 155 и 158 АПК РФ.Дела в порядке упрощенного производства рассматриваются судом общей юрисдикции, арбитражным судом в срок, не превышающий двух месяцев со дня поступления искового заявления (заявления) в суд (часть 2 статьи 226 АПК РФ, ст.29 Постановления Пленума ВС РФ от 18.04.2017 N 10). СЗ проводится без перерыва."
51,"","","",Требуется приостановить производство по заявлению?,"",Определяется требуется ли приостановить производство по делуДа: переход к шагу 52Нет: переход к шагу 53
52,Судья,"Ходатайство о приостановлении, материалы дела",Определение о приостановленииОпределение об отказе о приостановлении Определение о восстановлении производства,ТБП63.Рассмотреть вопрос о приостановлении,—,"Переход к типовому процессу ""Рассмотреть вопрос о приостановлении"". В результате ТП Судья рассматривает ходатайство о приостановлении производства по делу, анализирует представленные материалы и принимает соответствующее процессуальное решениеПриостановление:АС обязан приостановить дела согласно ст 143 АПК в связи со смертью гражданина, утратой дееспособности, невозможности рассмотрения данного дела до разрешения другого дела иным судом, участия гражданина, являющегося стороной в деле, в боевых действияхАС в праве приостановить рассмотрение дела согласно ст 144 АПК в связи с реорганизацией ЮЛ, назначением экспертизы, для выполнения гражданином государственной обязанности, нахождением стороны в лечебном учреждении или длительной служебной командировке, участие ЕИО организации в боевых действияхВозобновление производства по делу регулируется положениями ст. 146 АПК РФ по заявлению лиц, участвующих в деле, или по своей инициативе после устранения обстоятельств, вызвавших его приостановление, либо до их устранения по заявлению лица, по ходатайству которого производство по делу было приостановлено"
53,Судья,"","",Эксклюзивный шлюз,"","Эксклюзивный шлюз для координации процесса, переход к шагу 59"
54,Судья,—,—,Возникла необходимость в замене судьи,—,Судья принимает решение о необходимости замены
55,Судья,—,Определение о замене судьи,ТБП28.Заменить судью,—,"Судья принимает решение о замене судьи. Согласно ст 18 АПК в случае замены судьи, арбитражного заседателя в процессе рассмотрения дела судебное разбирательство должно быть произведено с самого начала."
56,Судья,"","",Замена судьи совершена.,"",Завершение процесса замены судьи
57,Судья,"","",Переход из процесса Пересмотр по новым обстоятельства из шага,"","Переход в ТП ""Переход к новому рассмотрению в зависимости от процесса"""
58,Судья,"","",Создать новое рассмотрение,"","Переход к типовому процессу ""Создать новое рассмотрение"". В результате данного ТП судья создает новое рассмотрение"
59,Судья,"","",Эксклюзивный шлюз,"","Эксклюзивный шлюз для координации процесса, переход к шагу 60"
60,Судья,"","",ТБП22.Проверить статус исполнения ИЛ,"","Переход к типовому процессу ""Проверить статус исполнения ИЛ"""
61,Судья,"","",ТБП142.Сформировать правовую позицию по делу,"","Переход к типовому процессу ""Сформировать правовую позицию по делу"". В результате данного ТП Система проводит автоматические проверки, анализирует материалы дела и судебную практику, формирует отчет для судьи.Внутри данного процесса ТП ""Оценить доказательства по делу""Судья формирует правовую позицию по делу (будет ли рассматривать дело по существу, прекратит, передаст по подсудности)"
62,Судья,"","",Чем завершается рассмотрение?,"",Определяется чем завершается рассмотрение. Переход к шагам 63-78
63,Судья,"",Определение  об оставлении искового заявления без рассмотрения,ТБП110.Рассмотреть вопрос об оставлении без рассмотрения,"","Переход к типовому процессу ""Рассмотреть вопрос об оставлении без рассмотрения"" В результате этого ТП Судья принимает решение об оставлении заявления без рассмотренияОставление искового заявления без рассмотрения проводится согласно ст. 148-149 АПК.В случае оставления искового заявления без рассмотрения производство по делу заканчивается вынесением определения.В определении арбитражный суд указывает основания для оставления искового заявления без рассмотрения, а также решает вопрос о возврате государственной пошлины из федерального бюджета в случае, предусмотренном частью 2 статьи 148 настоящего Кодекса.Оставление искового заявления без рассмотрения не лишает истца права вновь обратиться в арбитражный суд с заявлением в общем порядке после устранения обстоятельств, послуживших основанием для оставления заявления без рассмотрения. "
64,Судья,"",Определение о прекращении производства,ТБП109.Рассмотреть вопрос о прекращении производства по делу,"","Переход к типовому процессу ""Рассмотреть вопрос о прекращении производства"" В результате этого ТП Судья принимает решение о прекращении производстваПрекращение производства проводится согласно ст. 150 АПК. О прекращении производства по делу арбитражный суд выносит определение. В определении арбитражный суд указывает основания для прекращения производства по делу, а также разрешает вопросы о возврате государственной пошлины из федерального бюджета в случае, предусмотренном частью 1 статьи 150 АПК, и распределении между сторонами судебных расходов. В случае прекращения производства по делу повторное обращение в арбитражный суд по спору между теми же лицами, о том же предмете и по тем же основаниям не допускается, за исключением прекращения производства по делу о защите прав и законных интересов группы лиц в порядке, установленном частью 7 статьи 225.15 настоящего Кодекса."
65,Судья,"","",Эксклюзивный шлюз,"","Эксклюзивный шлюз для координации процесса, переход к шагу 66"
66,Судья,Материалы дела,"Материалы дела, подготовленные к сдаче в архив",ТБП89.Передать дело в архив,"","Переход к Типовому процессу ""Передать дело в архив"", результатом ТП является подготовка и передача судьей дела в архив после завершения рассмотрения"
67,Судья,"","",Завершение процесса,"",Завершение процесса
68,Судья,"","",ТБП140.Рассмотреть по существу,2 месяца со дня поступления заявления,"Переход к типовому процессу ""Рассмотреть по существу"" В результате данного ТП Судья рассматривает дело по существу без вызова сторон, без назначения предварительного СЗ, согласно положениям ч.5 ст. 228 АПК РФ"
69,Судья,"",Резолютивная часть определения об индексации присужденных денежных сумм,ТБП80.Принять СА,"","Переход к типовому процессу ""Принять СА"" В результате этого ТП Судья принимает судебный акт (решение) по результатам рассмотрения согласно положениям ст. 229 АПК РФ. Решение арбитражного суда по делу, рассматриваемому в порядке упрощенного производства, принимается немедленно после разбирательства дела путем подписания судьей резолютивной части решения и приобщается к делу, а в случае составления мотивированного решения по инициативе арбитражного суда резолютивная часть решения в виде отдельного документа может не составляться. Принятая по результатам рассмотрения дела резолютивная часть решения размещается в установленном порядке в информационно-телекоммуникационной сети ""Интернет"" не позднее следующего дня после дня ее принятия. Решения по делам, возникшим из административных и иных публичных правоотношений и рассматриваемым в порядке упрощенного производства, принимаются арбитражным судом по правилам, предусмотренным статьями 201, 206, 211 и 216."
70,Заявитель (Взыскатель/Должник),"","",Получено уведомление о вынесении резолютивной части решения по делу,"",Заявитель (Взыскатель/Должник) получает уведомление о вынесении резолютивной части решения по делу
71,Заявитель (Взыскатель/Должник),"","",Ознакомиться,"",Заявитель (Взыскатель/Должник) знакомится с материалами дела
72,Заявитель (Взыскатель/Должник),"","",Параллельный шлюз,"",Параллельный шлюз
73,Заявитель (Взыскатель/Должник),"","",Требуется ли изготовление мотивированного решения?,"",Заявитель (Взыскатель/Должник) определяет необходимость изготовления мотивированного решенияДа: переход к шагу 74Нет: переход к шагу 77
74,Заявитель (Взыскатель/Должник),—,Заявление об изготовлении мотивированного решения,ТБП7.Подать документы в суд,5 рабочих дней с даты СА,"Переход к типовому процессу «Подать документы в суд», в рамках которого Заявитель (Взыскатель/Должник) формирует и направляет Заявление об изготовлении мотивированного решения"
75,Система,"","",Ограничить подачу,"",Система автоматически ограничивает подачу 
76,Заявитель (Взыскатель/Должник),"","",Ограничена подача в связи с окончанием срока установленного судом.,"",Завершение процесса
77,Заявитель (Взыскатель/Должник),"","",Есть основание для обжалования?,"",Заявитель (Взыскатель/Должник) определяет есть ли основания для обжалованияДа: переход к шагу 79Нет: переход к шагу 78
78,Заявитель (Взыскатель/Должник),"","","Лицо ознакомлено с СА, оснаваний для обжалования нет.","",Завершение процесса
79,Заявитель (Взыскатель/Должник),"","",Переход к процессу апелляционного обжалования,"",Переход к процессу апелляционного обжалования
80,Заявитель (Взыскатель/Должник),"","",Требуется ли подать заявление о выдаче исполнительного листа?,"",Заявитель (Взыскатель/Должник) определяет требуется ли подать заявление о выдаче исполнительного листаДа: переход к шагу 82Нет: переход к шагу 81
81,Заявитель (Взыскатель/Должник),"","",Завершение процесса,"",Завершение процесса
82,Заявитель (Взыскатель/Должник),—,Заявление о выдачи исполнительного листа,ТБП7.Подать документы в суд,"Срок не установлен, но должно быть подано до проведения СЗ.","Переход к типовому процессу «Подать документы в суд», в рамках которого Заявитель (Взыскатель/Должник) формирует и направляет Ходатайство о рассмотрении дела в свое отсутствие/отсутствие представителя для предупреждения об отсутствии в силу уважительных причин"
83,Заявитель (Взыскатель/Должник),"","",Завершение процесса,"",Завершение процесса
84,Иные ЛУВД,"","",Получено уведомление о вынесении резолютивной части решения по делу,"",Иные ЛУВД получают уведомление о вынесении резолютивной части решения по делу
85,Иные ЛУВД,"","",Ознакомиться,"",Иные ЛУВД знакомятся с материалами дела
86,Иные ЛУВД,"","",Параллельный шлюз,"",Параллельный шлюз
87,Иные ЛУВД,"","",Требуется ли изготовление мотивированного решения?,"",Иные ЛУВД определяет необходимость изготовления мотивированного решенияДа: переход к шагу 88Нет: переход к шагу 91
88,Иные ЛУВД,—,Заявление об изготовлении мотивированного решения,ТБП7.Подать документы в суд,5 рабочих дней с даты СА,"Переход к типовому процессу «Подать документы в суд», в рамках которого Заявитель (Взыскатель/Должник) формирует и направляет Заявление об изготовлении мотивированного решения"
89,Система,"","",Ограничить подачу,"",Система автоматически ограничивает подачу
90,Иные ЛУВД,"","",Ограничена подача в связи с окончанием срока установленного судом.,"",Завершение процесса
91,Иные ЛУВД,"","",Есть основание для обжалования?,"",Иные ЛУВД определяет есть ли основания для обжалованияДа: переход к шагу 93Нет: переход к шагу 92
92,Иные ЛУВД,"","","Лицо ознакомлено с СА, оснаваний для обжалования нет.","",Завершение процесса
93,Иные ЛУВД,"","",Переход к процессу апелляционного обжалования,"",Переход к процессу апелляционного обжалования
94,Иные ЛУВД,"","",Требуется ли исполнить  добровольно?,"",Иные ЛУВД определяет требуется ли исполнить  добровольноДа: переход к шагу 96Нет: переход к шагу 95
95,Иные ЛУВД,"","",Завершение процесса,"",Завершение процесса
96,Иные ЛУВД,"","",Исполнить СА,"",Иные ЛУВД исполняет СА
97,Система,"","",Уведомить суд об исполнении,"",Система уведомляет суд об исполнении
98,Иные ЛУВД,"","",Завершение процесса,"",Завершение процесса
99,Заявитель (Взыскатель/Должник),"","",Получено уведомление о мотивированном определении,"",Заявитель (Взыскатель/Должник) получает уведомление о мотивированном определении
100,Заявитель (Взыскатель/Должник),"","",Ознакомиться,"",Заявитель (Взыскатель/Должник) знакомится с материалами дела
101,Заявитель (Взыскатель/Должник),"","",Есть основание для обжалования?,"",Заявитель (Взыскатель/Должник) определяет есть ли основания для обжалованияДа: 103Нет: 102
102,Заявитель (Взыскатель/Должник),"","","Лицо ознакомлено с СА, оснаваний для обжалования нет.","",Завершение процесса
103,Заявитель (Взыскатель/Должник),"","",Переход к процессу апелляционного обжалования,"",Переход к процессу апелляционного обжалования
104,Иные ЛУВД,"","",Получено уведомление о мотивированном определении,"",Иные ЛУВД получает уведомление о мотивированном определении
105,Иные ЛУВД,"","",Ознакомиться,"",Иные ЛУВД знакомится с материалами дела
106,Иные ЛУВД,"","",Есть основание для обжалования?,"",Иные ЛУВД определяет есть ли основания для обжалованияДа: 108Нет: 107
107,Иные ЛУВД,"","","Лицо ознакомлено с СА, оснаваний для обжалования нет.","",Завершение процесса
108,Иные ЛУВД,"","",Переход к процессу апелляционного обжалования,"",Переход к процессу апелляционного обжалования
109,Заявитель (Взыскатель/Должник),"","",Получено уведомление о выдаче исполнительного листа,"",Заявитель (Взыскатель/Должник) получает уведомление о мотивированном определении
110,Заявитель (Взыскатель/Должник),"","",Ознакомиться,"",Заявитель (Взыскатель/Должник) знакомится с материалами дела
111,Заявитель (Взыскатель/Должник),"","",Требуется ли заявить ходатайства связанные с исполнительным производством?,"",Заявитель (Взыскатель/Должник) определяет требуется ли заявить ходатайства связанные с исполнительным производствомДа: переход к шагу 113Нет: переход к шагу 112
112,Заявитель (Взыскатель/Должник),"","",Ожидает завершения исполнительного производства,"",Заявитель (Взыскатель/Должник) ожидает завершения исполнительного производстваЗавершение процесса
113,Заявитель (Взыскатель/Должник),—,Ходатайства связанные с исполнительным производством,ТБП7.Подать документы в суд,"Срок не установлен, но должно быть подано до проведения СЗ.","Переход к типовому процессу «Подать документы в суд», в рамках которого Заявитель (Взыскатель/Должник) формирует и направляет Ходатайства связанные с исполнительным производством"
114,Заявитель (Взыскатель/Должник),"","","Переход к процессу разрешение вопросов, связанных с исполнением судебного акта","","Переход к процессу разрешение вопросов, связанных с исполнением судебного акта"
115,Иные ЛУВД,"","",Получено уведомление о выдаче исполнительного листа/начале исполнительного производства,"",Иные ЛУВД получает уведомление о мотивированном определении
116,Иные ЛУВД,"","",Ознакомиться,"",Иные ЛУВД знакомится с материалами дела
117,Иные ЛУВД,"","",Требуется ли заявить ходатайства связанные с исполнительным производством?,"",Иные ЛУВД определяет требуется ли заявить ходатайства связанные с исполнительным производствомДа: переход к шагу 119Нет: переход к шагу 118
118,Иные ЛУВД,"","",Ожидает завершения исполнительного производства,"",Иные ЛУВД ожидает завершения исполнительного производстваЗавершение процесса
119,Иные ЛУВД,—,Ходатайства связанные с исполнительным производством,ТБП7.Подать документы в суд,"Срок не установлен, но должно быть подано до проведения СЗ.","Переход к типовому процессу «Подать документы в суд», в рамках которого Иные ЛУВД формирует и направляет Ходатайства связанные с исполнительным производством"
120,Иные ЛУВД,"","","Переход к процессу разрешение вопросов, связанных с исполнением судебного акта","","Переход к процессу разрешение вопросов, связанных с исполнением судебного акта"
121,Канцелярия,"",Зарегистрированный документ,Поступил документ по делу,Канцелярия принимает и регистрирует отзыв на исковое заявление и возражение на отзыв на заявление,Возможна автоматизация регистрации
122,Канцелярия,"",Зарегистрированный документ,ТБП53.Принять входящий документ,"В день поступления в суд. Документы, поступившие в рабочие дни после 15 часов, могут быть зарегистрированы на следующий рабочий день",Переход к типовому процессу «Принять входящий документ». При поступлении заявления в суд происходит регистрация входящего документа и его распределение судье (при необходимости). Результатом этого ТП будет являться зарегистрированный документ
123,Судья,"","",Эксклюзивный шлюз,"",Эксклюзивный шлюз
124,Судья,"","",ТБП91.Обратить СА к исполнению,"","Переход к ТП ""Обратить СА к исполнению"""
125,Судья,"","",Поступило заявление об изготовлении мотивированного определения?,"",Поступило заявление об изготовлении мотивированного определения?Да: переход к шагу 126Нет: переход к шагу 127
126,Судья,"","",ТБП87.Рассмотреть заявление об изготовлении мотивированного СА,"","Переход в ТП ""Рассмотреть заявл. о мотив.  определении"""
127,Судья,"","",Эксклюзивный шлюз,"",Эксклюзивный шлюз
128,Судья,"","",6 месяцев с даты вступления в законную силу СА,"",Судья ожидает 6 месяцев с даты вступления в законную силу СА
129,Заявитель (Взыскатель/Должник),"","",Возникла необходимость в исправлении описок/опечаток,"","В случае, если лицо нашло в решении суда опечатку/ошибку, лицо вправе подать соответствующее заявление в суд, вынесший данное решение, с указанием ошибки/опечатки. Такое заявление впоследствии должно быть рассмотрено судом в течение 10-ти дней без проведения СЗ. При этом содержание СА  по существу, остается неизменным. По результатам рассмотрения заявления выносится определение, которое может быть обжаловано (ст. 179 АПК РФ)"
