№ действия,"Роль (актор на конкретном шаге, в т.ч. Система)","Входящие материалы (объект/данные, инициирующие шаги)","Исходящие материалы (объект, являющийся результатом действия)",Наименование шага процесса,Срок (срок и шаг с которого считается срок),Описание процесса (актор и описание)
34,Судья,-,Особое мнение судьи,Изложить особое мнение в письменной форме,5 дней со дня принятия решения по делу,"Судья готовит особое мнение по принятому решению в письменной форме. При изложении своего особого мнения судья не вправе сообщать кому бы то ни было сведения о содержании обсуждения при принятии судебного акта, о позиции отдельных судей, входивших в состав суда, и иным способом раскрывать тайну совещания судей. Особое мнение судьи должно быть изготовлено в срок, не превышающий пяти дней со дня принятия решения по делу. Особое мнение судьи приобщается к материалам дела."
35,Судья/Судья-докладчик,-,-,Эксклюзивный закрывающий шлюз,-,Эксклюзивный шлюз.
36,Система,-,-,Закрыть задачу на утверждение проекта СА,-,Система меняет статус задачи при получении данных подтверждения согласования всех используемых данных.
37,Система,Тип рассмотрения = коллегиальный,После утверждения формы СА система автоматически создает задачу на указанных пользователей,Создать задачу на утверждение проекта СА,-,Система создает задачу на указанных пользователей в номенклатурном деле
38,Судья,-,-,Изучить коллегиально  проект СА,-,Судьи рассматривают сформированный проект СА.
39,Судья,-,-,Проголосовать,-,"Вопросы, возникающие при рассмотрении дела судом в коллегиальном составе, разрешаются судьями большинством голосов. Никто из судей не вправе воздержаться от голосования. Судья - председательствующий в заседании - голосует последним (ч. 1 ст. 20 АПК РФ). Судьи голосуют по вопросам, связанным с решением по делу.Система имеет возможность принимать данные для фиксации голосования"
40,Другие судьи/Арбитражные заседатели,-,-,Есть особое мнение?Эксклюзивный открывающий шлюз,-,Есть особое мнение?Эксклюзивный шлюз. Да: переход к шагу 41 Нет: переход к шагу 42
41,Судья,-,Особое мнение судьи,Изложить особое мнение в письменной форме,5 дней со дня принятия решения по делу,"Судья готовит особое мнение по принятому решению в письменной форме. При изложении своего особого мнения судья не вправе сообщать кому бы то ни было сведения о содержании обсуждения при принятии судебного акта, о позиции отдельных судей, входивших в состав суда, и иным способом раскрывать тайну совещания судей. Особое мнение судьи должно быть изготовлено в срок, не превышающий пяти дней со дня принятия решения по делу. Особое мнение судьи приобщается к материалам дела."
42,Другие судьи/Арбитражные заседатели,-,-,Эксклюзивный закрывающий шлюз,-,Эксклюзивный шлюз.
43,Система,Статус открыта,Статус закрыта,Закрыть задачу на утверждение проекта СА,-,Система меняет статус задачи при получении данных подтверждения согласования всех используемых данных.
44,Судья/Судья-докладчик,-,-,Параллельный закрывающий шлюз,-,Получить бумажную версию СА
45,Судья/Судья-докладчик,-,-,По итогам голосования требуется внести изменения?Эксклюзивный открывающий шлюз,-,"Если большинством голосов было принято, что проект СА нуждается в корректировкахЭксклюзивный шлюз. Да: переход к шагу 46 Нет: переход к шагу 47"
46,Судья,-,-,Внести изменения в проект СА,-,"Судья вносит изменения, принятые судьями, в проект СА (в ИС суда)."
47,Судья/Судья-докладчик,-,-,Эксклюзивный закрывающий шлюз,-,Эксклюзивный шлюз.
48,Судья,-,-,Подписать УКЭП,-,Судья подписывает СА УКЭП в системе
49,Система,Список боковых судей указанных в номенклатурном деле,Созданные задачи,Создать задачу на подпись боковыми судьями,-,Система создает задачи на список боковых судей указанных в номенклатурном деле
50,Система,-,-,Ожидать подписания,-,Система ожидает подписания
51,Судья,-,Сохранение отдельно документа и подписи документа,Подписать УКЭП,-,Судья подписывает СА УКЭП в системе.
52,Система,Статус открыта,Статус закрыта,Закрыть задачу на подпись боковыми судьями,-,Система меняет статус задачи при получении данных подтверждения согласования всех используемых данных.
53,Система,Данные после подписания ,Сохраненные данные,Сохранить подписанный СА в деле,-,Сохранение данных в системе отдельно документ отдельно УКЭП
54,Система,-,-,Уведомить судью,-,Система создает уведомление для судьи
55,Судья/Судья-докладчик,-,-,Вернуться из совещательной комнаты,-,"Определение в виде отдельного судебного акта арбитражный суд выносит в условиях, обеспечивающих тайну совещания судей (ч. 4 ст. 184 АПК РФ). Следовательно, судьи принимали СА в совещательной комнате.Судья возвращается в зал СЗ из совещательной комнаты для оглашения решения."
56,Судья/Судья-докладчик,-,-,Огласить СА,-,"Решение арбитражного суда объявляется председательствующим в том судебном заседании, в котором закончено рассмотрение дела по существу, после принятия решения арбитражного суда (ч. 1 ст. 176 АПК РФ) Судья оглашает принятое решение (судебный акт) в зале СЗ."
57,Судья/Судья-докладчик,-,-,Вынесено особое мнение?Эксклюзивный открывающий шлюз,-,"Судья проверяет, было ли изложено особое мнение.Эксклюзивный шлюз. Да: переход к шагу 58 Нет: переход к шагу 59"
58,Судья/Судья-докладчик,Особое мнение,-,Огласить особое мнение,-,Судья оглашает особое мнение в зале СЗ.
59,Судья/Судья-докладчик,-,-,Эксклюзивный закрывающий шлюз,-,Эксклюзивный шлюз.
60,Судья/Судья-докладчик,-,-,Разъяснить сторонам положения закона,-,"Судья разъясняет сторонам положения закона, которыми он руководствовался при принятии решения."
61,Судья/Судья-докладчик,-,-,"Убедиться, что сторонам ясны положения закона и решение",-,"Судья спрашивает у сторон, ясны ли им оглашенные положения закона и решение по делу."
62,Судья,-,-,Закрыть СЗ,-,Судья объявляет рассмотрение дела оконченным и закрывает СЗ.
63,Судья/Судья-докладчик,-,-,Параллельный открывающий шлюз,-,Параллельный открывающий шлюз
64,Судья,-,-,Занести в протокол СЗ оглашение,-,"Система автоматически пишет протокол, распознавая речь, секретарь контролирует и валидирует процесс"
65,Секретарь СЗ,-,-,"СА был изготовлен, оглашение было занесено в протокол СЗ.Завершение процесса",-,"СА был изготовлен, оглашение было занесено в протокол СЗ.Завершение процесса"
66,Судья/Судья-докладчик,-,-,Был изготовлен СА в полном объеме?Эксклюзивный открывающий шлюз,-,"В судебном заседании, в котором закончено рассмотрение дела по существу, может быть объявлена только резолютивная часть принятого решения. В этом случае арбитражный суд объявляет, когда будет изготовлено решение в полном объеме и разъясняет порядок доведения его до сведения лиц, участвующих в деле. (ч. 2 ст. 176 АПК РФ).Судья оценивает, необходимо ли составить мотивированный СА, или он был составлен сразу в полном объемеЭксклюзивный шлюз. Да: переход к шагу 67 Нет: переход к шагу 68"
67,Судья/Судья-докладчик,-,-,СА был изготовлен в полном объемеЗавершение процесса,-,СА принят коллегиально. Завершение процесса
68,Судья/Судья-докладчик,-,Проект СА,Сформировать проект СА,-,"Переход к типовому процессу ""Сформировать проект СА"". Определение арбитражного суда в виде отдельного судебного акта выполняется в форме электронного документа. При отсутствии в арбитражном суде технической возможности для выполнения определения в форме электронного документа определение выполняется на бумажном носителе. При выполнении определения в форме электронного документа дополнительно выполняется экземпляр данного определения на бумажном носителе (ч. 2 ст. 184 АПК РФ) Определение в виде отдельного судебного акта арбитражный суд выносит в условиях, обеспечивающих тайну совещания судей, по правилам, установленным для принятия решения (ч. 4 ст. 184 АПК РФ). Судьи/Арбитражные заседатели формируют проект СА - определения в электронном виде с указанием всех необходимых сведений по делу."
69,Система,Список боковых судей в номенклатурном деле,Созданные задачи на список судей,Создать задачу на рассмотрение проекта СА,10 дней,"Переход к типовому процессу ""Сформировать проект СА"".Переход к типовому процессу ""Сформировать проект СА"".В рамках процесса помощник судьи/судья подготавливает проект СА, составленный в полном объеме, то есть мотивированное решение, содержащее в себе в том числе мотивы, по которым арбитражный суд пришел к своим выводам, принял или отклонил доводы лиц, участвующих в деле, со ссылкой на законы и иные нормативные правовые акты.Изготовление решения в полном объеме может быть отложено на срок, не превышающий десяти дней. (ст. 176 АПК РФ)"
70,Судья,-,Мотивированный СА,Рассмотреть проект мотивированного СА,-,Боковые судьи анализируют проект мотивированного СА.
71,Другие судьи/Арбитражные заседатели,-,-,Есть замечания?Эксклюзивный открывающий шлюз,-,"Боковые судьи смотрят, есть ли недочеты в проекте, и решают вопрос о внесении изменений.Эксклюзивный шлюз. Да: переход к шагу 72 Нет: переход к шагу 80"
72,Судья,Мотивированный СА,Замечания,Передать замечания,-,"Боковые судьи передают замечания судье, составившему проект, в ИС суда."
73,Система,Замечания внесены,Созданные задачи на рассмотрение замечаний,Создать задачу на рассмотрение замечаний,-,Система создает задачу на судей для рассмотрения замечаний
74,Система,Созданные задачи на рассмотрение замечаний,Уведомление,Уведомить судью,-,Система создает уведомление
75,Судья,Замечания,Измененный проект СА,Внести изменения,-,"Судья вносит изменения в проект согласно полученным замечаниям, система дает возможность автоматически внести правки в документ."
76,Система,Судья согласилась/не согласилась и внесла об этом данные в систему,Статус задачи изменяется на закрыто,Закрыть задачу на рассмотрение замечаний,-,Система получает данные для смены статуса задачи
77,Система,Внесены изменения в СА,Создание задачи на проверку,Создать задачу на проверку изменений,-,Система создает задачу на судей для рассмотрения замечаний
78,Судья,Задача на проверку изменений СА,Вывод судьи,Рассмотреть измененный проект мотивированного СА,-,Судья просматривает изменения в СА и выносит свое решение
79,Система,Решение судьи в номенклатурном деле,Статус задачи закрыто,Закрыть задачу на проверку изменений,-,Система получает результат рассмотрения изменений проекта мотивированного СА и меняет статус задачи на закрыто.
80,Другие судьи/Арбитражные заседатели,-,-,Эксклюзивный закрывающий шлюз,-,Эксклюзивный шлюз.
81,Судья,Измененный проект СА,Согласованный проект СА,Согласовать проект мотивированного СА,-,"Боковые судьи утверждают подготовленный проект мотивированного СА и направляют об этом информацию судье, его составившего"
82,Система,-,Статус задачи закрыто,Закрыть задачу на рассмотрение проекта СА,-,Система получает результат рассмотрения проекта СА и меняет статус задачи на закрыто.
83,Система,Статус задачи закрыто,Уведомление,Уведомить судью,-,Система создает уведомление в системе о смене статуса задачи на рассмотрение проекта СА коллегиально.
84,Судья,Уведомление,Переход к изучению СА,Изучить согласованный проект мотивированного СА,-,Судья изучает проект мотивированного СА
85,Судья/Судья-докладчик,-,-,Параллельный открывающий шлюз,-,Параллельный открывающий шлюз
86,Судья/Судья-докладчик,-,-, Судьей было заявлено особое мнение?Эксклюзивный открывающий шлюз,-,Эксклюзивный шлюз. Да: переход к шагу 87 Нет: переход к шагу 88
87,Судья,-,Особое мнение судьи,Изложить особое мнение в письменной форме,5 дней со дня принятия решения по делу,"Судья готовит особое мнение по принятому решению в письменной форме. При изложении своего особого мнения судья не вправе сообщать кому бы то ни было сведения о содержании обсуждения при принятии судебного акта, о позиции отдельных судей, входивших в состав суда, и иным способом раскрывать тайну совещания судей. Особое мнение судьи должно быть изготовлено в срок, не превышающий пяти дней со дня принятия решения по делу. Особое мнение судьи приобщается к материалам дела."
88,Судья/Судья-докладчик,-,-,Эксклюзивный закрывающий шлюз,-,Эксклюзивный шлюз.
89,Другие судьи/Арбитражные заседатели,-,-,Судьей было заявлено особое мнение?Эксклюзивный открывающий шлюз,-,Судьей было заявлено особое мнение?Эксклюзивный шлюз. Да: переход к шагу 90 Нет: переход к шагу 91
90,Судья,-,Особое мнение судьи,Изложить особое мнение в письменной форме,5 дней со дня принятия решения по делу,"Судья готовит особое мнение по принятому решению фиксируя в системе. При изложении своего особого мнения судья не вправе сообщать кому бы то ни было сведения о содержании обсуждения при принятии судебного акта, о позиции отдельных судей, входивших в состав суда, и иным способом раскрывать тайну совещания судей. Особое мнение судьи должно быть изготовлено в срок, не превышающий пяти дней со дня принятия решения по делу. Особое мнение судьи приобщается к материалам дела."
91,Другие судьи/Арбитражные заседатели,-,-,Эксклюзивный закрывающий шлюз,-,Эксклюзивный шлюз.
92,Судья/Судья-докладчик,-,-,Параллельный закрывающий шлюз,-,Параллельный закрывающий шлюз
93,Судья,-,-,Подписать УКЭП,-,Судья подписывает СА УКЭП.
94,Система,-,-,Создать задачу на подпись,-,Приобщить к материалам дела
95,Судья,-,-,Подписать УКЭП,-,Судья подписывает СА УКЭП.
96,Система,Подписанный документ открепленный УКЭП,Статус задачи,Закрыть задачу на подпись,-, Система получает данные что СА подписан и УКЭП загружен.
97,Система,Данные после подписания,Открепленная УКЭП и документ в PDF формате,Сохранить подписанный СА в деле,-, Система сохраняет данные 
98,Судья/Судья-докладчик,-,-,Мотивированный СА принят коллегиально.Завершение процесса,-,Мотивированный СА принят коллегиально.Завершение процесса
