№ действия,"Роль (актор на конкретном шаге, в т.ч. Система)","Входящие материалы (объект/данные, инициирующие шаги)","Исходящие материалы (объект, являющийся результатом действия)",Наименование шага процесса,Срок (срок и шаг с которого считается срок),Описание процесса (актор и описание)
12,Судья,—,—,"Был подан иск имущественного характера, подлежащего оценке?Эксклюзивный шлюз",—,"В случае поступления иска имущественного характера, который только подлежит оценке, размер госпошлины рассчитывается по формуле, где базовая составляющая — это цена иска. Как следствие, судье необходимо определить характер иска — имущественный ли он.Автоматическое определение характера иска по ключевым словам и суммам в документеЕсли «Да» - переход к шагу 13, если «Нет» - переход к шагу 14."
13,Судья,Первичный документ,Решение пользователя,Проверить ПД на требования,—,Судья проверяет ПД на требования и выводы системы.
14,Судья,—,—,Эксклюзивный шлюз,"",Закрывающий эксклюзивный шлюз
15,Судья,Условия расчета,Результат автоматического расчета,Необходимо рассчитать ГП в ИС?Эксклюзивный шлюз,—,Судья выполняет расчет госпошлины с использованием заданных условий и автоматизированных средств
16,Судья,—,—,Воспользоваться калькулятором ГП,—,Судья использует сторонний калькулятор для расчета государственной пошлины
17,Судья,—,Условия расчета,Задать условия расчета ГП,—,Судья задает необходимые условия и параметры для автоматического расчета госпошлины
18,Судья,—,—,Запустить расчет ГП,"",Судья проводит расчет в стороннем калькуляторе
19,Судья,—,—,Произвести расчет,"",Судья проводит расчет 
20,Судья,—,—,Записать результат,"",Судья записывает результат в систему
21,Судья,"Расчет госпошлины, выполненный сторонней системой",—,Госпошлина рассчитанаЗавершающий процесс,—,Госпошлина рассчитана. Завершение процесса
22,Судья,—,—,"Необходимо учесть особенности, указанные в законе, влияющие на ГП?",—,"Речь идет о необходимости расчета по формуле, предусмотренной в НК РФ для ряда категорий.Если «Да» - переход к шагу 24, если «Нет» - переход к шагу 23"
23,Судья,—,—,Размер госпошлины установлен в твердой денежной сумме?,—,"Судья определяет, установлен ли размер госпошлины в законе в твердой сумме или предусмотрен иной механизм расчета (предусмотрен, в частности, для поданных исков имущественного характера, при подаче заявления о выдаче исполнительных листов на принудительное исполнение решений третейского суда, заявлений о признании и приведении в исполнение решения иностранного суда, иностранного арбитражного решения и иные).Если размер установлен в твердой сумме - переход к шагу 52, если нет - переход к шагу 24"
24,Судья,—,—,Эксклюзивный шлюз,"",Закрывающий эксклюзивный шлюз
25,Система,Первичные документы и приложения,Сумма (база) для расчета госпошлины,"Определить сумму, от которой рассчитывается ГП",—,"Система определяет на основе анализа OCR+ LLM цену иска или иная сумма, указанная в ПД или иных документах на которые ссылается ПД от которой рассчитывается государственная пошлина согласно НК РФ."
26,Система,Первичные документы и приложения,Отчет или рекомендация,Уведомить для валидации отчета,—,"Система после определения сумм, собирает информацию в событии для уведомления, с указанием выдержек документов(ссылок) для определения суммы"
27,Судья,Отчет или рекомендация,Решение пользователя,ТБП139.Проверить выводы системы,—,Судья проверяет данные от системы в случае ошибок формируется 
28,Судья,—,—,Проверка пройдена?Эксклюзивный шлюз,—,"Если да переход к шагу 30, если нет переход к шагу 29"
29,Судья,Данные от системы,—,Изменить сумму от которой рассчитывается ГП,—,Судья вводит сумму от которой рассчитывается госпошлина
30,Судья,—,—,Эксклюзивный шлюз,"",Закрывающий эксклюзивный шлюз
31,Система,—,Вторая переменная из НК РФ,Определить вторую переменную из НК РФ,—,"Система определяет вторую переменную из НК РФ. Вторая переменная может зависеть как от категории лица, так и от категории заявления.В частности:1) по заявлениям, требованиям и иным обособленным спорам, подлежащим рассмотрению в деле о банкротстве, - в размере 50 процентов государственной пошлины, определяемой в соответствии с пунктом 1 ст. 333.21 НК РФ, исходя из существа заявленных требований;2) при подаче заявления о выдаче исполнительных листов на принудительное исполнение решений третейского суда, заявлений о признании и приведении в исполнение решения иностранного суда, иностранного арбитражного решения - в размере 30 процентов государственной пошлины, исчисленной по правилам подпункта 1 пункта 1 ст. 333.21 НК РФ, исходя из суммы, подтвержденной соответствующим решением;3) при подаче заявления об отмене решения третейского суда - в размере государственной пошлины, исчисленной по правилам подпункта 1 пункта 1 ст. 333.21 НК РФ, исходя из оспариваемой заявителем суммы;4) при подаче заявления о вынесении судебного приказа - 50 процентов размера государственной пошлины, взимаемой при подаче искового заявления имущественного характера, но не менее 8000 рублей."
32,Система,Переменные для расчета,Расчет госпошлины,Рассчитать размер госпошлины по формуле,—,"Система рассчитывает размер государственной пошлины вручную по формуле, установленной НК РФ."
33,Судья,Выводы системы из шагов 31-32,Решение судьи,Валидация выводов,—,Судья принимает решение корректны ли выводы системы
34,Судья,—,—,Выводы системы верны?Эксклюзивный шлюз,—,"Если да переход к шагу 36, если нет переход к шагу 35"
35,Судья,Сумма и другие параметры в расчетах системы,Отправка отчета об ошибках,Сформировать отчет об ошибке,—,Судья формирует отчет об ошибке и отправляется в техническую поддержку для проверки работы автоматизаций.
36,Судья,—,—,Законом предусмотрен минимальный размер госпошлины?Эксклюзивный шлюз,—,"Судья проверяет, предусмотрен ли в НК РФ минимальный размер госпошлины применительно к данной категории заявления (как в случае подачи заявления о вынесении судебного приказа — не менее 8000 рублей).Если «Да» - переход к шагу 37, если «Нет» - переход к шагу 38"
37,Судья,—,—,Рассчитанный размер ниже минимального размера госпошлины?,—,"Судья сравнивает рассчитанный размер с минимальным.Если «Да» - переход к шагу 49, если «Нет» - переход к шагу 38"
38,Судья,—,—,Эксклюзивный шлюз,"",Закрывающий эксклюзивный шлюз
39,Судья,—,—,Законом предусмотрен максимальный размер госпошлины?Эксклюзивный шлюз,—,"Судья проверяет, предусмотрен ли в НК РФ максимальный размер для данной категории заявлений.Если «Да» - переход к шагу 40, если «Нет» - переход к шагу 41"
40,Судья,—,—,Рассчитанный размер больше максимального?Эксклюзивный шлюз,—,"Судья сравнивает рассчитанный размер с максимальным.Если рассчитанный размер превышает максимальный - переход к шагу 47, если нет - переход к шагу 41"
41,Судья,—,—,Эксклюзивный шлюз,"",Закрывающий эксклюзивный шлюз
42,Судья,—,—,Применить рассчитанный размер госпошлины,—,"Если законом не предусмотрен минимальный и максимальный размеры госпошлины, судья применяет рассчитанный размер."
43,Система,Данные от пользователя,Сохраненные данные в ИС,Записать в ИС,—,Система записывает данные согласно правилам
44,Судья,—,—,Эксклюзивный шлюз,—,Закрывающий эксклюзивный шлюз
45,Судья,—,—,Эксклюзивный шлюз,—,Закрывающий эксклюзивный шлюз
46,Судья,—,—,Размер госпошлины рассчитанЗавершение процесса,—,Размер госпошлины рассчитан. Завершение процесса
47,Судья,—,—,Применить максимальный размер госпошлины,—,Судья применяет максимальный размер государственной пошлины согласно требованиям НК РФ.
48,Система,Правила максимального размера госпошлины,Вывод системы,Записать в ИС,—,Система записывает данные согласно правилам
49,Судья,—,—,Применить минимальный размер госпошлины,—,"Если рассчитанный размер госпошлины меньше минимального, судья применяет минимальный размер государственной пошлины согласно требованиям НК РФ."
50,Система,Правила минимального размера госпошлины,Вывод системы,Записать в систему,—,Система записывает данные согласно правилам
51,Судья,—,—,Размер госпошлины рассчитанЗавершение процесса,—,Размер госпошлины рассчитан. Завершение процесса.
52,Судья,Твердая сумма,—,Размер госпошлины зависит от категории заявителя?,—,"Автоматическая проверка зависимости размера от категории лица.В большинстве случаев ст. 333.21 НК РФ предусматривает градацию размера госпошлины в зависимости от категории заявителя (физическое или юридическое лицо).Судья определяет, зависит ли итоговый размер от категории заявителя.Если «Да» - переход к шагу 53, если «Нет» - переход к шагу 60."
53,Система,Категория заявителя,Рекомендация для пользователя в событии,Рекомендовать фиксированную сумму в зависимости от категории,—,Система формирует рекомендацию и создает событие с уведомлением пользователя
54,Судья,Рекомендации системы,Решение пользователя,ТБП139.Проверить выводы системы,—,"Переход к типовому процессу ""Проверить выводы системы"" в нем формируется отчет об ошибках и отправка в техническую поддержку"
55,Судья,—,—,Эксклюзивный шлюз,—,Закрывающий эксклюзивный шлюз
