№ действия,"Роль (актор на конкретном шаге, в т.ч. Система)","Входящие материалы (объект/данные, инициирующие шаги)","Исходящие материалы (объект, являющийся результатом действия)",Наименование шага процесса,Срок (срок и шаг с которого считается срок),Описание процесса (актор и описание)
10,Помощник судьи/ Секретарь СЗ/другой сотрудник суда,—,—,Закрывающий шлюз,—,Закрывающий шлюз для шага 8 процесса.
11,Помощник судьи/ Секретарь СЗ/другой сотрудник суда,Распечатанный документ,—,Переход к шагу 51. Событие-ссылка.,—,"Если документ не требует подписание, то процесс продолжается с шага 51."
12,Помощник судьи/ Секретарь СЗ/другой сотрудник суда,"Документ, требующий подписания",Решение о типе подписания,Требуется подписание судьей/судьями? (Эксклюзивный шлюз),—,"Помощник судьи/ Секретарь СЗ/другой сотрудник суда определяет, требуется ли подписание судьей или судьям?Если «Да», то переход к шагу 13 процесса.Если «Нет», то переход к шагу 38 процесса."
13,Помощник судьи/ Секретарь СЗ/другой сотрудник суда,Документ для передачи на подпись,—,Передать документ судье на подпись,—,Помощник судьи/ Секретарь СЗ/другой сотрудник суда запускает процесс в системе электронную отправку документа судье через систему с уведомлением
14,Система,Проект документа,—,Уведомить пользователя,—,Система создает в карточке проекта документа задачу/событие для рассмотрения и подписания.
15,Судья,Уведомление системы,Начало проверки судьей,Проверить Проект документа,—,Судья проверяет содержание и оформление проекта документа на соответствие требованиям законодательства и обстоятельствам дела.
16,Судья,Результат проверки документа,—,Документ составлен корректно? (Эксклюзивный шлюз),—,"Судья по результатам проверки определяет корректно ли составлен проект документа? Если «Да», то переход к шагу 27 процесса.Если «Нет», то переход к шагу 17 процесса."
17,Судья,Документ с выявленными недостатками,—,Внести изменения самостоятельно? (Эксклюзивный шлюз),—,"Судья определяет. Будет ли он самостоятельно корректировать документ?Если «Да», то переход к шагу 24 процесса.Если «Нет», то переход к шагу 18 процесса."
18,Судья,Решение о передаче замечаний,Замечания к проекту документа,Передать замечания к Проекту документа,—,Судья формулирует и передает замечания к проекту документа исполнителю через задачу или событие в карточке документа или комментарием в сформированном документе.
19,Система,Замечания к проекту,Создание уведомления для пользователя,Получить замечания к проекту,—,Помощник судьи/ Секретарь СЗ/другой сотрудник суда получает замечания судьи к проекту документа.
20,Система,Замечания к проекту ,Уведомление для Помощник судьи/ Секретарь СЗ/другой сотрудник суда,Уведомить пользователя о замечании,—,Система уведомляет пользователя которого отметили в документе/задаче/событии
21,Помощник судьи/ Секретарь СЗ/другой сотрудник суда,Замечания к проекту,Скорректированный проект документа,Скорректировать проект документа,—,Помощник судьи/ Секретарь СЗ/другой сотрудник суда вносит изменения в проект документа в соответствии с замечаниями судьи.
22,Помощник судьи/ Секретарь СЗ/другой сотрудник суда,—,Скорректированный проект,Передать скорректированный проект судье на подпись,—,Помощник судьи/ Секретарь СЗ/другой сотрудник суда отмечает судью в событии/задаче/документе о выполнении корректировки проекта документа с отметками о внесенных изменениях
23,Система,Отметка в событии/задаче/документе,уведомление судье,Уведомить пользователя,—,Система уведомляет судью в событии/задаче/документе
24,Судья,Скорректированный проект,—,Получить скорректированный проект документа,—,Судья получает скорректированный проект документа для повторной проверки.Сравнение версий документа с выделением изменений
25,Судья,—,Судья,Переход к шагу 16. Событие-ссылка,—,"Судья, после получения скорректированного проекта документа будет снова проверять его на корректность. Переход к шагу 16 процесса."
26,Судья,Решение о самостоятельном внесении изменений,Документ с внесенными изменениями,Внести изменения,—,Судья самостоятельно вносит необходимые изменения в проект документа.Система контроля версий с возможностью отката изменений.
27,Судья,—,—,Закрывающий шлюз,—,Закрывающий шлюз для шага 16 процесса.
28,Судья,—,—,Закрывающий шлюз,—,"Закрывающий шлюз, объединяющий потоки шага 2 и шага 26."
29,Судья,Документ для подписания,—,Требуется подписание УКЭП? (Эксклюзивный шлюз),—,"Судья определяет есть ли необходимость подписать проект документа усиленной квалифицированной электронной подписью?Если «Да», то переход к шагу 30 процесса.Если «Нет», то переход к шагу 31 процесса."
30,Судья,Документ для подписания УКЭП,Документ с электронной подписью,Подписать УКЭП,—,"Если изготавливается электронный документ, то его необходимо подписать УКЭП судьи в соответствии с требованиями АПК РФ и Инструкции по делопроизводству № 100. Судья подписывает документ усиленной квалифицированной электронной подписью.Интеграция с системой электронной подписи с проверкой сертификата"
31,Судья,—,—,Закрывающий шлюз.,—,Закрывающий шлюз для шага 29 процесса.
32,Система,Подписанный документ,"Сохранение документа, изменение стадии карточки документа",Сохранить документ с подписью,—,Система сохраняет документ с открепленной подписью в системе и изменяет стадию карточки документа 
33,Судья,Подписанный документ,Решение о коллегиальном подписании,Требуется подписание УКЭП другими судьями? (Эксклюзивный шлюз),—,"Судья определяет есть ли необходимость подписания документа другими судьями. Если «Да», то переход к шагу 31 процесса.Если «Нет», то переход к шагу 32 процесса."
34,Судья,Документ для коллегиального подписания,—,Переход к шагу 13. Событие-ссылка.,—,"Если необходимо коллегиальное подписание документа, то, подписав документ, судья должен передать его на подписание другим судьям, подписи которых требуются. Переход к шагу 13 процесса. Маршрутизация документа по составу суда с уведомлением. Судья отмечает в карточке документа кто еще должен подписать"
35,Судья,—,—,Требуется документ на бумажном носителе? (Эксклюзивный шлюз),—,"Судья определяет есть ли необходимость создания документа на бумажном носителе. Если «Да», то переход к шагу 37 процесса.Если «Нет», то переход к шагу 36 процесса."
36,Судья,—,—,Завершающее событие.,—,"Процесс завершается для документов, не требующих бумажной версии."
37,Помощник судьи/ Секретарь СЗ/другой сотрудник суда,Необходим документ на бумажном носителе,—,Выбрать необходимое количество экземпляров,—,Помощник судьи/ Секретарь СЗ/другой сотрудник суда определяет количество экземпляров документа для печати. Система рекомендует кол-во копий на основе количества адресатов которые получают документы на бумажном носителе.
38,Система,документ с подписью/подписями,сохранение данных,Сохранить документ,—,"Система сохраняет данные документа версии и подписи участников, о каждом действии в системе есть событие."
39,Помощник судьи/ Секретарь СЗ/другой сотрудник суда,—,—,Требуется печать?(Эксклюзивный шлюз),—,"Если «Да», то переход к шагу 40 процесса.Если «Нет», то переход к шагу 46 процесса."
40,Помощник судьи/ Секретарь СЗ/другой сотрудник суда,—,—,Требуется гербовая печать? (Эксклюзивный шлюз),—,"Помощник судьи/ Секретарь СЗ/другой сотрудник суда определяет тип печати в зависимости от документа, который необходимо заверить. На некоторых документах достаточно только печати суда, на некоторых (например, запросах в ведомства) необходима гербовая печать. В зависимости от типа изготовленного документа Помощник судьи/ Секретарь СЗ/другой сотрудник суда решает, необходимо ли проставит гербовую писать в соответствии с требованиями Инструкции по делопроизводству № 100.Если «Да» переход к шагу 43 процесса.Если «Нет» переход к шагу 41 процесса."
41,Помощник судьи/ Секретарь СЗ/другой сотрудник суда,Документ ,Документ с электронной печатью суда,Поставить электронную печать суда,—,"Помощник судьи/ Секретарь СЗ/другой сотрудник суда проставляет электронную печать суда на документе в системе, на котором не требуется гербовая печать для его заверения."
42,Система,Документ с электронной печатью суда,На документ проставляется электронная печать суда,Добавить к файлу квалифицированную печать суда,—,Система добавляет к документу электронную печать суда и сохраняет данные в системе
43,Помощник судьи/ Секретарь СЗ/другой сотрудник суда,Документ ,Документ с электронной гербовой печать,Поставить электронную гербовую печать,—,"Помощник судьи/ Секретарь СЗ/другой сотрудник суда проставляет электронную гербовую печать на документе в системе, на котором не требуется гербовая печать для его заверения."
44,Система,Документ с электронной гербовой печатью,На документ проставляется электронная печать суда,Добавить к файлу квалифицированную гербовую  печать суда,"",Система добавляет к документу электронную гербовую печать и сохраняет данные в системе
45,Помощник судьи/ Секретарь СЗ/другой сотрудник суда,—,—,Закрывающий шлюз.,—,Закрывающий шлюз для шага 40 процесса.
46,Помощник судьи/ Секретарь СЗ/другой сотрудник суда,—,—,Закрывающий шлюз.,—,Закрывающий шлюз для шага 39 процесса.
47,Помощник судьи/ Секретарь СЗ/другой сотрудник суда,Документ с печатью,—,Необходимо распечатать?Эксклюзивный шлюз,—,"Если «Да», то переход к шагу 48 процесса.Если «Нет», то переход к шагу 49 процесса."
48,Помощник судьи/ Секретарь СЗ/другой сотрудник суда,Документ с печатью,"",Распечатать документ,—,Помощник судьи/ Секретарь СЗ/другой сотрудник суда в системе распечатывает документ со штрихкодом подтверждающим печать
49,Помощник судьи/ Секретарь СЗ/другой сотрудник суда,—,—,Закрывающий шлюз.,—,Закрывающий шлюз для шага 47 процесса.
 50,Помощник судьи/ Секретарь СЗ/другой сотрудник суда,Готовый документ,—,Требуется присвоить номенклатурный номер? (Эксклюзивный шлюз),—,"При регистрации документа непроцессуального характера ему присваивается уникальный регистрационный номер в зависимости от вида документа и лица или подразделения, которому он адресован. Процесс присвоения указан в п. 3.1.14. Инструкции по делопроизводству № 100. Помощник судьи/ Секретарь СЗ/другой сотрудник суда определяет есть ли необходимость присвоения номенклатурного номера документу.Если «Да», то переход к шагу 51 процесса.Если «Нет», то переход к шагу 53 процесса."
 51,Помощник судьи/ Секретарь СЗ/другой сотрудник суда,Готовый документ,Присвоенный документу регистрационный номер,Присвоить документу регистрационный номер, —, Система фиксирует номер в карточке документа и в карточке документа 
 52, Система,Документ с печатью штрихкодом и регистрационным номером, —, Сохранить данные, —, Система сохраняет полученные данные
 53,Помощник судьи/ Секретарь СЗ/другой сотрудник суда,—,—,Закрывающий шлюз.,—,Закрывающий шлюз для шага 50 процесса.
54,Помощник судьи/ Секретарь СЗ/другой сотрудник суда,—,—,Завершающее событие.,—,Завершение процесса «Сформировать и подписать документ»
