№ действия,"Роль (актор на конкретном шаге, в т.ч. Система)","Входящие материалы (объект/данные, инициирующие шаги)","Исходящие материалы (объект, являющийся результатом действия)",Наименование шага процесса,Срок (срок и шаг с которого считается срок),Описание процесса (актор и описание)
10,Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России,"","",Получено уведомление о принятии,"",Получено уведомление о вынесении определения о принятии
11,Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России,"","",Ознакомиться с материалами дела в ЛК,"",Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России знакомится с материалами дела в ЛК
12,Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России,"","",Необходимо подать отзыв на заявление?Эксклюзивный шлюз,"",Определяется необходимо ли подать отзыв на заявление?Да: переход к шагу 14Нет: переход к шагу 13
13,Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России,"","",Лицо ознакомлено.,"",Завершение процесса
14,Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России,"",Отзыв на исковое заявление,ТБП7.Подать документы в суд,"Срок для предоставления отзывов/возражений, указанный в определении суда","Переход к Типовому процессу «Подать документы в суд»Итогом этого ТП будет подготовленный и сформированный отзыв на заявление, который Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России подают в суд"
15,Система,"","",Ограничить подачу,"",Система ограничивает подачу
16,Система,"","",Ограничена подача в связи с окончанием срока установленного судом.,"",Ограничена подача в связи с истечением срока установленного судом
17,Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России,"","",Завершение процесса,"",Завершение процесса
18,Заинтересованное лицо (Взыскатель/должник),"","",Получено уведомление о принятии,"",Получено уведомление о вынесении определения о принятии
19,Заинтересованное лицо (Взыскатель/должник),"","",Ознакомиться с материалами дела в ЛК,"",Заинтересованное лицо (Взыскатель/должник) знакомится с материалами дела в ЛК
20,Заинтересованное лицо (Взыскатель/должник),"","",Необходимо подать отзыв на заявление?Эксклюзивный шлюз,"",Определяется необходимо ли подать отзыв на заявление?Да: переход к шагу 14Нет: переход к шагу 13
21,Заинтересованное лицо (Взыскатель/должник),"","",Лицо ознакомлено.,"",Завершение процесса
22,Заинтересованное лицо (Взыскатель/должник),"",Отзыв на исковое заявление,ТБП7.Подать документы в суд,"Срок для предоставления отзывов/возражений, указанный в определении суда","Переход к Типовому процессу «Подать документы в суд»Итогом этого ТП будет подготовленный и сформированный отзыв на заявление, который Заинтересованное лицо (Взыскатель/должник) подают в суд"
23,Система,"","",Ограничить подачу,"",Система ограничивает подачу
24,Система,"","",Ограничена подача в связи с окончанием срока установленного судом.,"",Ограничена подача в связи с истечением срока установленного судом
25,Заинтересованное лицо (Взыскатель/должник),"","",Завершение процесса,"",Завершение процесса
26,Канцелярия,Отзыв на заявление,Зарегистрированный документ,Поступил документ по делу,"",Канцелярия принимает и регистрирует отзыв на заявление
27,Канцелярия,Отзыв на заявление,Зарегистрированный документ ,ТБП53.Принять входящий документ,"В день поступления в суд. Документы, поступившие в рабочие дни после 15 часов, могут быть зарегистрированы на следующий рабочий день",Переход к типовому процессу «Принять входящий документ».При поступлении заявления в суд происходит регистрация входящего документа и его распределение судье (при необходимости). Результатом этого ТП будет являться зарегистрированный документ
28,Помощник судьи,"","","",Эксклюзивный шлюз,"Эксклюзивный шлюз, переход к шагу 58"
29,Заявитель (Взыскатель/должник),"",Заявление о приостановлении постановления судебного пристава-исполнителя в качестве меры предварительной защиты или обеспечительной меры,Возникла необходимость приостановить исполнение решения пристава,—,Судебный пристав принимает решение о необходимости приостановления исполнения своего решения
30,Заявитель (Взыскатель/должник),Заявление о приостановлении постановления судебного пристава-исполнителя в качестве меры предварительной защиты или обеспечительной меры,Переход к обеспечительным мерам,"Переход к процессу ""Производство, связанное с обеспечительными мерами""",Не позднее 1 рабочего дня после поступления,"Судебный пристав инициирует переход к процессу производства, связанного с обеспечительными мерами.Согласно. ст 13 Постановления Пленума ВС РФ  17.11.2015 N 50 Приостановление судом действия оспариваемого постановления судебного пристава-исполнителя в качестве меры предварительной защиты или обеспечительной меры (часть 1 статьи 140 ГПК РФ, статья 223 КАС РФ и часть 3 статьи 199 АПК РФ) осуществляется по основаниям и в порядке, предусмотренными главой 7 КАС РФ или главой 8 АПК РФ. В частности, заявление рассматривается без извещения лиц, участвующих в деле, не позднее следующего рабочего дня после его поступления в суд (статья 141 ГПК РФ, часть 3 статьи 87 КАС РФ, часть 1.1 статьи 93 АПК РФ)."
31,Заявитель (Взыскатель/должник),—,"",Возникла необходимость в рассмотрении дела в своё отсутствие,—,"Если лицо не может присутствовать на судебном заседании по делу, оно имеет возможность заранее уведомить суд, отправив соответствующее ходатайство. Это поможет избежать наложения штрафных санкций (ст. 156 АПК РФ)."
32,Заявитель (Взыскатель/должник),—,Ходатайство о рассмотрении дела в отсутствие представителя/в свое отсутствие.,ТБП7.Подать документы в суд,"Срок не установлен, но должно быть подано до проведения СЗ.","Переход к типовому процессу «Подать документы в суд», в рамках которого Заявитель (Взыскатель/должник) формирует и направляет Ходатайство о рассмотрении дела в свое отсутствие/отсутствие представителя для предупреждения об отсутствии в силу уважительных причин"
33,Заявитель (Взыскатель/должник),—,—,Завершение процесса,—,Завершение процесса
34,Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России,—,"",Возникла необходимость в рассмотрении дела в своё отсутствие,—,"Если лицо не может присутствовать на судебном заседании по делу, оно имеет возможность заранее уведомить суд, отправив соответствующее ходатайство. Это поможет избежать наложения штрафных санкций (ст. 156 АПК РФ)."
35,Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России,—,Ходатайство о рассмотрении дела в отсутствие представителя/в свое отсутствие.,ТБП7.Подать документы в суд,"Срок не установлен, но должно быть подано до проведения СЗ.","Переход к типовому процессу «Подать документы в суд», в рамках которого Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России формирует и направляет Ходатайство о рассмотрении дела в свое отсутствие/отсутствие представителя для предупреждения об отсутствии в силу уважительных причин"
36,Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России,—,—,Завершение процесса,—,Завершение процесса
37,Заинтересованное лицо (Взыскатель/должник),—,"",Возникла необходимость в рассмотрении дела в своё отсутствие,—,"Если лицо не может присутствовать на судебном заседании по делу, оно имеет возможность заранее уведомить суд, отправив соответствующее ходатайство. Это поможет избежать наложения штрафных санкций (ст. 156 АПК РФ)."
38,Заинтересованное лицо (Взыскатель/должник),—,Ходатайство о рассмотрении дела в отсутствие представителя/в свое отсутствие.,ТБП7.Подать документы в суд,"Срок не установлен, но должно быть подано до проведения СЗ.","Переход к типовому процессу «Подать документы в суд», в рамках которого Заинтересованное лицо (Взыскатель/должник) формирует и направляет Ходатайство о рассмотрении дела в свое отсутствие/отсутствие представителя для предупреждения об отсутствии в силу уважительных причин"
39,Заинтересованное лицо (Взыскатель/должник),—,—,Завершение процесса,—,Завершение процесса
40,Канцелярия,Ходатайство о рассмотрении дела в отсутствие представителя/в свое отсутствие.,Зарегистрированный документ,Поступил документ по делу,—,Канцелярия принимает и регистрирует поступивший документ
41,Канцелярия,Ходатайство о рассмотрении дела в отсутствие представителя/в свое отсутствие.,Дело/документ для передачи судье,ТБП53.Принять входящий документ,"В день поступления в суд. Документы, поступившие в рабочие дни после 15 часов, могут быть зарегистрированы на следующий рабочий день",Переход к типовому процессу «Принять входящий документ».При поступлении заявления в суд происходит регистрация входящего документа и его распределение судье (при необходимости). Результатом этого ТП будет являться зарегистрированный документ
42,Канцелярия,"","",Входящий документ зарегистрирован,"",Завершение процесса
43,Заявитель (Взыскатель/должник),—,Ходатайство/заявление о приостановлении/оставлении без рассмотрения/прекращении производства по делу,Возникла необходимость подать ходатайство/заявление о приостановлении/оставлении без рассмотрения/прекращении производства по делу,—,У Заявитель (Взыскатель/должник) возникла необходимость подать ходатайство/заявление о приостановлении/оставлении без рассмотрения/прекращении производства по делу
44,Заявитель (Взыскатель/должник),Ходатайство/заявление о приостановлении/оставлении без рассмотрения/прекращении производства по делу,Определение о приостановлении/оставлении без рассмотрения/прекращении производства по делу,ТБП7.Подать документы в суд,—,"Переход к типовому процессу «Подать документы в суд», в рамках которого Заявитель (Взыскатель/должник) формирует и направляет Ходатайство о приостановлении/оставлении без рассмотрения/прекращении производства по делу"
45,Заявитель (Взыскатель/должник),—,—,Переход к шагам о приостановлении/оставлении без рассмотрения/прекращении производства по делу,—,Переход к рассмотрению соответствующих шагов о о приостановлении/оставлении без рассмотрения/прекращении производства по делу
46,Заявитель (Взыскатель/должник),—,Заявление об отводе судьи,Возникла необходимость в отводе судьи,—,Заявитель (Взыскатель/должник) принимает решение о подаче заявления об отводе судьи
47,Заявитель (Взыскатель/должник), ,Заявление об отводе судьи,ТБП7.Подать документы в суд,до начала рассмотрения дела по существу,"Переход к типовому процессу «Подать документы в суд», в рамках которого Заявитель (Взыскатель/должник) формирует и направляет заявление об отводе судьи. Отвод и самоотвод судьи регулируется правилами главы 3 АПК. Самоотвод или отвод должен быть мотивирован и заявлен до начала рассмотрения дела по существу. В ходе рассмотрения дела заявление о самоотводе или об отводе допускается только в случае, если основание самоотвода или отвода стало известно лицу, заявляющему самоотвод или отвод, после начала рассмотрения дела по существу."
48,Заявитель (Взыскатель/должник),—,—,Завершение подачи заявления,—,Процесс подачи заявления завершен
49,Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России,—,Ходатайство/заявление о приостановлении/оставлении без рассмотрения/прекращении производства по делу,Возникла необходимость подать ходатайство/заявление о приостановлении/оставлении без рассмотрения/прекращении производства по делу,—,У Заявителя/Истца возникла необходимость подать ходатайство/заявление о приостановлении/оставлении без рассмотрения/прекращении производства по делу
50,Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России,Ходатайство/заявление о приостановлении/оставлении без рассмотрения/прекращении производства по делу,Определение о приостановлении/оставлении без рассмотрения/прекращении производства по делу,ТБП7.Подать документы в суд,—,"Переход к типовому процессу «Подать документы в суд», в рамках которого Заявитель/истец формирует и направляет Ходатайство о приостановлении/оставлении без рассмотрения/прекращении производства по делу"
51,Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России,—,—,Переход к шагам о приостановлении/оставлении без рассмотрения/прекращении производства по делу,—,Переход к рассмотрению соответствующих шагов о о приостановлении/оставлении без рассмотрения/прекращении производства по делу
52,Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России,—,Заявление об отводе судьи,Возникла необходимость в отводе судьи,—,Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России принимает решение о подаче заявления об отводе судьи
53,Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России, ,Заявление об отводе судьи,ТБП7.Подать документы в суд,до начала рассмотрения дела по существу,"Переход к типовому процессу «Подать документы в суд», в рамках которого Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России формирует и направляет заявление об отводе судьи. Отвод и самоотвод судьи регулируется правилами главы 3 АПК. Самоотвод или отвод должен быть мотивирован и заявлен до начала рассмотрения дела по существу. В ходе рассмотрения дела заявление о самоотводе или об отводе допускается только в случае, если основание самоотвода или отвода стало известно лицу, заявляющему самоотвод или отвод, после начала рассмотрения дела по существу."
54,Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России,—,—,Завершение подачи заявления,—,Процесс подачи заявления завершен
55,Судья,—,—,Возникла необходимость в отводе/самоотводе судьи,—,Судья принимает решение о самоотводе. Основания для отвода/самоотвода судьи регулируются ст. 21 АПК.
56,Судья,—,Определение об отводе/самоотводе,ТБП27.Отвод/самоотвод судьи,—,"Судья рассматривает вопрос об отводе или принимает самоотвод . Согласно ст. 24-26 АПК по итогам заявления отвода/самоотвода в случае единоличного рассмотрения, вопрос решается тем же судьей, в случае коллегиального-большинством голосов при удалении судьи, в отношении которого заявлен отвода/самоотвода. В результате отвода/самоотвода судья в заседании заменяется."
57,Судья,—,—,Отвод/самоотвод совершен,—,Процесс отвода судьи завершен
58,Помощник судьи,Дело/документ,Подготовленные материалы к СЗ,ТБП66.Подготовиться к СЗ,"10 дней со дня поступления заявления в арбитражный суд, включая срок на подготовку дела к судебному разбирательству и принятие решения по делу","Переход к Типовому процессу «Подготовиться к СЗ».В ходе подготовки к СЗ помощник судьи будет проверять: извещены ли стороны о судебном заседании, будут собирать поступающие отзывы/возражения по делу, будет проведен предварительный анализ поступивших документов, ответов на запросы (если они были направлены), будет проверять был ли предоставлен доступ к ознакомлению с делу электронно всем сторонам и другие вопросы, подлежащие выяснению в рамках подготовки к проведению судебного заседания. Также в рамках данного процесса могут быть затребованы дополнительные документы у органа в порядке ст. 66 АПК РФСогласно. ст 12 Постановления Пленума ВС РФ  17.11.2015 N 50  По делам об оспаривании постановлений, действий (бездействия) судебных приставов-исполнителей требования предъявляются административным истцом, заявителем к судебному приставу-исполнителю, чьи постановления, действия (бездействие) оспариваются, при прекращении его полномочий - к должностному лицу, которому эти полномочия переданы, а если полномочия не передавались - к старшему судебному приставу соответствующего структурного подразделения ФССП России (части 4, 5 статьи 38, глава 22 КАС РФ и глава 24 АПК РФ). К участию в деле в качестве административного ответчика, органа или должностного лица, чьи решения, действия (бездействие) оспариваются, также необходимо привлекать территориальный орган ФССП России, в структурном подразделении которого исполняет (исполнял) обязанности судебный пристав-исполнитель, поскольку при удовлетворении требования заявителя судебные расходы могут быть возмещены за счет названного территориального органа ФССП России"
59,Судья,"","Определение об отложении судебного разбирательства, протокол",ТБП68.Провести СЗ,"10 дней со дня поступления заявления в арбитражный суд, включая срок на подготовку дела к судебному разбирательству и принятие решения по делу","Переход к типовому процессу ""Провести СЗ"". В результате данного ТП Судья проводит СЗ для рассмотрения заявления.  О времени и месте судебного заседания арбитражный суд извещает лиц, участвующих в деле, и других участников арбитражного процесса. Судья в процессе судебного заседания совершает действия, регламентированные ст. 153 АПК РФ.Отложение судебного разбирательства проводится в соответствии с положениями ст. 158 АПК.Судебное разбирательство в новом судебном заседании возобновляется с того момента, с которого оно было отложено. Повторное рассмотрение доказательств, исследованных до отложения судебного разбирательства, не производится.Процессуальный срок может быть продлен на основании мотивированного заявления судьи, рассматривающего дело, председателем арбитражного суда, заместителем председателя арбитражного суда до трех месяцев в связи с особой сложностью дела, со значительным числом участников арбитражного процесса (ч.1 ст. 200 АПК РФ)"
60,Судья,—,—,Требуется приостановить производство по заявлению?Эксклюзивный шлюз,—,Проводится проверка требуется ли приостановить производство.Да: переход к шагу 61Нет: переход к шагу 62
61,Судья,"Ходатайство о приостановлении, материалы дела",Определение о приостановленииОпределение об отказе о приостановлении Определение о восстановлении производства,ТБП63.Рассмотреть вопрос о приостановлении,—,"Переход к типовому процессу ""Рассмотреть вопрос о приостановлении"". В результате ТП Судья рассматривает ходатайство о приостановлении производства по делу, анализирует представленные материалы и принимает соответствующее процессуальное решениеПриостановление:АС обязан приостановить дела согласно ст 143 АПК в связи со смертью гражданина, утратой дееспособности, невозможности рассмотрения данного дела до разрешения другого дела иным судом, участия гражданина, являющегося стороной в деле, в боевых действияхАС в праве приостановить рассмотрение дела согласно ст 144 АПК в связи с реорганизацией ЮЛ, назначением экспертизы, для выполнения гражданином государственной обязанности, нахождением стороны в лечебном учреждении или длительной служебной командировке, участие ЕИО организации в боевых действияхВозобновление производства по делу регулируется положениями ст. 146 АПК РФ по заявлению лиц, участвующих в деле, или по своей инициативе после устранения обстоятельств, вызвавших его приостановление, либо до их устранения по заявлению лица, по ходатайству которого производство по делу было приостановлено"
62,Судья,"","",Эксклюзивный шлюз,"","Эксклюзивный шлюз для координации потоков, переход к шагу 63"
63,Судья,Заявление об объединении дел в одно производство,—,Требуется ли объединить заявления в одно производство?Эксклюзивный шлюз,—,Определяется требуется ли объединить заявления в одно производствоДа: переход к шагу 64Нет: переход к шагу 67
64,Судья,Заявление об объединении дел в одно производство,Определение об объединении дел в одно производствоОпределение об отказе в удовлетворении заявления об объединении дел в одно производство ,ТБП60.Рассмотреть вопрос об объединении дел,—,"Переход к типовому процессу ""Рассмотреть вопрос об объединении дел"". В результате ТП Судья рассматривает целесообразность и основание для объединения нескольких дел в одно производство. Вопрос об объединении дел проводится согласно ст 130 АПК. После объединения дел в одно производство или выделения требований в отдельное производство рассмотрение дела производится с самого начала"
65,Судья,Заявление об объединении дел в одно производство,"",Данное заявление продолжает рассматриваться?Эксклюзивный шлюз,—,Определяется продолжает ли рассматриваться данное заявлениеДа: переход к шагу 71Нет: переход к шагу 66
66,Судья,—,—,"Производство по делу завершено, в связи с объединением. Требования рассматриваются в объединенном деле.",—,Завершение процесса
67,Судья,"","",Требуется ли выделить требования в отдельное производство?Эксклюзивный шлюз,—,Определяется требуется ли выделить требования в отдельное производствоДа: переход к шагу 68Нет: переход к шагу 71
68,Судья,Заявление о выделении требования в отдельное производство,"Определение о выделении требований в отдельное производство, новое зарегистрированное дело",ТБП61.Рассмотреть вопрос о разъединении дел,—,"Переход к типовому процессу ""Рассмотреть вопрос о разъединении дел"". В результате ТП Судья рассматривает целесообразность и основание для выделения требования в отдельное производство. Вопрос о разъединении дел проводится согласно ст 130 АПК. После объединения дел в одно производство или выделения требований в отдельное производство рассмотрение дела производится с самого начала"
69,Судья,"","",Параллельный шлюз ,—,Параллельный шлюз для координации процессов рассмотрения дела. Новое зарегистрированное дело передается на АРПД. Производство в этом процессе для него завершается
70,Судья,"",—,Завершение  процесса,—,Завершение процесса
71,Судья,"","",Эксклюзивный шлюз,—,Эксклюзивный шлюз для координации потоков
72,Судья,—,—,Возникла необходимость в замене судьи,—,Судья принимает решение о необходимости замены
73,Судья,—,Определение о замене судьи,ТБП28.Заменить судью,—,"Судья принимает решение о замене судьи. Согласно ст 18 АПК в случае замены судьи, арбитражного заседателя в процессе рассмотрения дела судебное разбирательство должно быть произведено с самого начала. "
74,Судья,—,—,Замена судьи совершена.,—,Процесс замены судьи завершен
75,Заявитель (Взыскатель/должник),"",—,Возникла необходимость в  ускорении,—,"Согласно ч.6 ст 6.1 АПК В случае если после принятия или заявления к производству арбитражного суда дело длительное время не рассматривается и судебный процесс затягивается, заинтересованные лица вправе обратиться к председателю арбитражного суда с заявлением об ускорении рассмотрения дела"
76,Заявитель (Взыскатель/должник),"",Заявление об ускорении рассмотрения дела,ТБП7.Подать документы в суд,"","Переход к типовому процессу ""Подать документы в суд"". В результате данного ТП Заявитель (Взыскатель/должник) формирует и подает заявление об ускорении рассмотрения дела в суд"
77,Заявитель (Взыскатель/должник),"",—,Завершение процесса,—,Завершение процесса
78,Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России,"",—,Возникла необходимость в  ускорении,—,"Согласно ч.6 ст 6.1 АПК В случае если после принятии заявления к производству арбитражного суда дело длительное время не рассматривается и судебный процесс затягивается, заинтересованные лица вправе обратиться к председателю арбитражного суда с заявлением об ускорении рассмотрения дела"
79,Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России,"",Заявление об ускорении рассмотрения дела,ТБП7.Подать документы в суд,"","Переход к типовому процессу ""Подать документы в суд"". В результате данного ТП Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России формирует и подает заявление об ускорении рассмотрения дела в суд"
80,Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России,"",—,Завершение процесса,—,Завершение процесса
81,Судья,Заявление об ускорении рассмотрения дела,"",Поступило заявление об ускорении,—,Судья принимает заявление об ускорении рассмотрения дела
82,Судья,Заявление об ускорении рассмотрения дела,Мотивированное определение об ускорении рассмотрения дела,Рассмотреть вопрос об ускорении,5 дней,"Переход к типовому процессу ""Рассмотреть вопрос об ускорении"". В результате данного ТП Судья рассматривает заявление об ускорении рассмотрения дела.Согласно ч.7 ст 6.1 АПК По результатам рассмотрения заявления председатель арбитражного суда выносит мотивированное определение, в котором может быть установлен срок проведения судебного заседания по делу и (или) могут быть указаны действия, которые следует совершить для ускорения рассмотрения дела"
83,Судья,"","",Вопрос об ускорении дела рассмотрен судом,—,Завершение процесса
84,Заявитель (Взыскатель/должник),"",—,Возникла необходимость отказаться от требований,—,"У истца возникла необходимость отказаться от иска. На основании ст. 49 АПК Заявитель (Взыскатель/должник) вправе при рассмотрении дела в арбитражном суде первой инстанции до принятия судебного акта, которым заканчивается рассмотрение дела по существу отказаться от иска полностью или частично. Согласно ст. 29 Постановления Пленума ВС РФ №46 от 23.12.2021 ""О применении Арбитражного процессуального кодекса РоссийскойФедерации при рассмотрении дел в суде первой инстанции""Реализуя предусмотренное частью 1 статьи 49 АПК РФ право науменьшение размера требований, истец фактически отказывается отчасти иска. В случае возникновения неопределенности в вопросе о том,имели место уменьшение размера требований или частичный отказ от иска, суды должны руководствоваться формулировкой соответствующего заявления истца, учитывая право истца на самостоятельное распоряжение процессуальными правами и должное осознание им различных последствий применения названных процессуальных институтов.По смыслу части 5 статьи 49 АПК РФ арбитражный суд долженпроверить ходатайство об отказе от иска на предмет наличия противоречий закону или нарушений прав других лиц, в том числе путем оценки доводов и возражений сторон.Отказ Заявителя (Взыскателя/должника) от иска противоречит закону в случае, если арбитражныйсуд установит, что отказ от иска, например, совершается истцом вследствие обмана, насилия, угрозы или под влиянием существенного заблуждения либо при отсутствии полномочий лиц, заявивших соответствующее ходатайство."
85,Заявитель (Взыскатель/должник),"",Ходатайство об отказе,ТБП7.Подать документы в суд,—,"Переход к типовому процессу ""Подать документы в суд"". В результате данного ТП Заявитель (Взыскатель/должник) формирует и подает заявление об отказе"
86,Заявитель (Взыскатель/должник),"","",Завершение процесса,—,Завершение процесса
87,Заявитель (Взыскатель/должник),"",Заявление об изменении основания или предмета иска,Возникла необходимость изменить предмет или основание иска,—,Заявитель/Истец принимает решение о необходимости изменения предмета или основания иска
