№ действия,"Роль (актор на конкретном шаге, в т.ч. Система)","Входящие материалы (объект/данные, инициирующие шаги)","Исходящие материалы (объект, являющийся результатом действия)",Наименование шага процесса,Срок (срок и шаг с которого считается срок),Описание процесса (актор и описание)
30,Судья арбитражного суда,Результат проверки законности,Решение о доказанности незаконных действий,Доказано незаконное действие в данном деле о банкротстве? (Exclusive Gateway),—,"Судья арбитражного суда принимает решение о том, доказаны ли незаконные действия гражданина. Да: переход к шагу 35, Нет: переход к шагу 31"
31,Судья арбитражного суда,Решение о недоказанности незаконных действий,—,Переход в шаг 38,—,Судья арбитражного суда переходит к финальному решению об освобождении
32,Система,Решение о завершении расчетов,Проверка злостного уклонения,Проверить злостное уклонение от уплаты,—,Система арбитражного суда проверяет факт злостного уклонения гражданина от уплаты обязательных платежей. Автоматическая проверка через базы данных налоговых органов
33,Судья арбитражного суда,Результат проверки уклонения,Решение о доказанности уклонения,Доказано злостное уклонение от уплаты? (Exclusive Gateway),—,Доказано злостное уклонение от уплаты? (Exclusive Gateway)
34,Судья арбитражного суда,Решение о недоказанности уклонения,—,Переход в шаг 38,—,Судья арбитражного суда переходит к финальному решению об освобождении
35,Судья арбитражного суда,Результаты всех проверок,—,Параллельный шлюз для координации процессов (Parallel Gateway),—,Параллельный шлюз для координации процессов. Да: переход к шагу 36
36,Система,Сбор анализа,Выводы,Сформировать выводы для пользователя,—,Система формирует выводы для пользователя
37,Судья арбитражного суда,Выводы,—,ТБП139.Проверить выводы системы,—,"Типовой процесс «Проверить выводы системы», результатом которого становится валидация пользователем выводов системы и если пользователь не согласен с выводами системы, обнаруживает некорректный анализ данных со стороны системы, он имеет возможность скорректировать данные"
38,Судья арбитражного суда,—,—,По фактам непредоставления сведений или предоставления недостоверных сведений АУ  требуется принять отдельный СА?(Exclusive Gateway),—,По фактам непредоставления сведений или предоставления недостоверных сведений АУ  требуется принять отдельный СА?(Exclusive Gateway)
39,Судья арбитражного суда,—,Определение,ТБП80.Принять СА,—,"Типовой процесс ""Принять СА"""
40,Система,—,—,Отразить в его мотивировочной части СА,—,Система отражает в его мотивировочной части СА
41,Судья арбитражного суда,—,—,Закрывающий шлюз,—,Закрывающий шлюз
42,Судья арбитражного суда,—,—,Выявлены основания для неприменения в отношении гражданина правила об освобождении от исполнения обязательств? Эксклюзивный шлюз,—,Выявлены основания для неприменения в отношении гражданина правила об освобождении от исполнения обязательств? Эксклюзивный шлюз
43,Судья арбитражного суда,Решение об отсутствии оснований,—,Гражданин освобождается от исполнения обязательств,—,Судья арбитражного суда принимает решение об освобождении гражданина от исполнения обязательств перед кредиторами
44,Судья арбитражного суда,Решение о наличии оснований,—,Правила об освобождении от исполнения обязательств не применяются,—,Судья арбитражного суда принимает решение о неприменении правил об освобождении от исполнения обязательств
