№ действия,"Роль (актор на конкретном шаге, в т.ч. Система)","Входящие материалы (объект/данные, инициирующие шаги)","Исходящие материалы (объект, являющийся результатом действия)",Наименование шага процесса,Срок (срок и шаг с которого считается срок),Описание процесса (актор и описание)
11,Система,Выводы системы,Запись выводов системы в событие и уведомление пользователя,Сформировать отчет по вопросу об ускорении,—,Система формирует событие с результатами анализа и предоставления чек-листа проверки формальных требований и уведомляет пользователе о готовности.
12,Председатель,Сформированный отчет системы,Вывод пользователя,ТБП139.Проверить выводы системы,—,"Переход к типовому процессу ""Проверить выводы системы"""
13,Председатель,Результаты рассмотрения,—,Есть основания для ускорения?,—,"Если председатель установил основания для ускорения — переход к шагу 14, если нет — к шагу 15."
14,Председатель,—,Определение об удовлетворении заявления,ТБП80.Принять СА,—,"Переход к типовому процессу «Принять СА».В рамках данного процесса председатель формирует и подписывает определение об ускорении исполнения СА. В определении должны быть указаны основания, ввиду которых принято решение, а также срок принятия действий к ускорению исполнения СА.Генерация текста определения по шаблону"
15,Председатель,—,Определение об удовлетворении заявления,ТБП80.Принять СА,—,"Переход к типовому процессу «Принять СА».В рамках данного процесса председатель формирует и подписывает определение об ускорении исполнения СА. В определении должны быть указаны основания, ввиду которых принято решение, а также срок принятия действий к ускорению исполнения СА.Генерация текста определения по шаблону"
16,Председатель,—,—,Эксклюзивный шлюз,—,Эксклюзивный закрывающий шлюз
17,Система,—,Судебный акт подписанный с решением,Создается задача на ознакомление для судьи,—,Система создает задачу судье для ознакомления с принятым судебным актом.
18,Судья,Определение,—,Ознакомиться с определением,—,Судья знакомится с определением.
19,Судья,—,—,Параллельный шлюз,—,Параллельный шлюз
20,Канцелярия,Определение,Направленное определение,ТБП46.Направить документ,—,"Переход к типовому процессу «Направить документ», в рамках которого канцелярия производит действия по направлению принятого судом определениям лицам, участвующим в деле, для ознакомления."
21,Канцелярия,—,—,Документ отправлен.Завершение процесса,—,Документ отправлен.Завершение процесса
22,"Лицо, участвующее в деле",Новый документ ,Уведомление пользователя в ЛК,Получено уведомление о вынесении определения,—,Система отправляет уведомление пользователю в личном кабинете о новых документах.
23,"Лицо, участвующее в деле",Заявление об ускорении исполнения судебного акта,—,Ознакомиться,—,"Лицо, участвующее в деле ознакамливается с документом в личном кабинете"
24,Система,Дата и время ознакомления с документов,Отправленные данные в систему арбитражного суда,Отправить время ознакомления,—,Система отправляет дату и время ознакомления пользователем с документом в систему арбитражного суда.
25,"Лицо, участвующее в деле",Определение,—,Подать заявление о компенсации за нарушение права на исполнение СА в разумный срок?Эксклюзивный шлюз,—,"ЛУВД вправе подать заявление о компенсации за нарушение права на судопроизводство в разумный срок, если оно считает, что его право было нарушено длительным исполнением СА,Если «Да» - переход к шагу 27,Если «Нет» - переход к шагу 26."
26,"Лицо, участвующее в деле",—,—,Завершение процесса,—,Завершение процесса
27,"Лицо, участвующее в деле",—,—,Переход к процессу рассмотрения заявления о компенсации за нарушение права на исполнение СА в разумный срок,—,Переход к процессу рассмотрения заявления о компенсации за нарушение права на исполнение СА в разумный срок
28,Судья,Результаты приобщения,—,Удовлетворено требование стороны об ускорении?Эксклюзивный шлюз,—,"Если требование удовлетворено — переход к шагу 29, если нет — к шагу 38."
29,Судья,—,—,Завершение процесса,—,Завершение процесса
30,Судья,Определение,—,Требуется принять меры со стороны суда?,—,"В определении председатель может указать на действия, которые должен совершить суд для ускорения исполнения.Если «Да» - переход к шагу"
31,Канцелярия,Определение,Направленное определение,ТБП46.Направить документ,—,"Переход к типовому процессу «Направить документ», в рамках которого канцелярия производит действия по направлению принятого судом определениям лицам, участвующим в деле, для ознакомления."
32,Канцелярия,—,—,Документ отправлен.Завершение процесса,—,Документ отправлен.Завершение процесса
33,Исполнительный орган/организация/должностное лицо,Новый документ ,Уведомление пользователя ,Получено уведомление о вынесении определения,—,Система отправляет уведомление пользователю в личном кабинете о новых документах.
34,Исполнительный орган/организация/должностное лицо,Заявление об ускорении исполнения судебного акта,—,Ознакомиться,—,Исполнительный орган/организация/должностное лицо изучает определение суда.
35,Система,Дата и время ознакомления с документом,Переданные данные в систему арбитражного суда,Отправить время ознакомления,—,Система формирует пакет данных и отправляет дату и время ознакомления в систему арбитражного суда
36,Исполнительный орган/организация/должностное лицо,Указанный срок,Реализованные меры,Принять меры к ускорению исполнения СА,—,"Исполнительный орган/организация/должностное лицо реализует меры, указанные председателем в определении в срок, указанный в определении."
37,Исполнительный орган/организация/должностное лицо,—,—,Были приняты меры к ускорению процесса исполнения СА.Завершение процесса,—,Завершение процесса. Были приняты меры к ускорению процесса исполнения СА.
38,Судья,Определение,Результат принятых мер,Принять меры к ускорению исполнения СА,"","Судья реализует меры, указанные в определении председателя."
39,Судья,—,—,Завершение процесса.,—,Завершение процесса. Судом были приняты меры для ускорения исполнения СА.
