№ действия,"Роль (актор на конкретном шаге, в т.ч. Система)","Входящие материалы (объект/данные, инициирующие шаги)","Исходящие материалы (объект, являющийся результатом действия)",Наименование шага процесса,Срок (срок и шаг с которого считается срок),Описание процесса (актор и описание)
10,Система,Решение об удовлетворении,Срок приостановления,Указать в СА срок приостановления,—,Система указывает в судебном акте срок приостановления исполнения. Автоматический расчет срока на основе нормативных требований
11,Судья суда первой инстанции,Срок приостановления,Определение о приостановлении исполнения судебного акта,ТБП80.Принять СА,3 рабочих дня с даты поступления заявления,Судья суда первой инстанции принимает судебный акт о приостановлении исполненияАвтоматическое формирование судебного акта с использованием шаблонов
12,Судья суда первой инстанции,Решение об удовлетворении,Определение об отказе в приостановлении исполнения судебного акта,ТБП80.Принять СА,3 рабочих дня с даты поступления заявления,Судья суда первой инстанции принимает судебный акт об отказе в приостановлении исполненияАвтоматическое формирование судебного акта с использованием шаблонов
13,Судья суда первой инстанции,Определение о приостановлении/отказе,—,Эксклюзивный шлюз,—,Эксклюзивный шлюз
14,Судья суда первой инстанции,Определение о приостановлении/отказе,—,Параллельный шлюз,—,Параллельный шлюз для координации процессов
15,Помощник судьи суда первой инстанции,Определение о приостановлении/отказе,Направленные документы,ТБП46.Направить документ,—,Помощник судьи суда первой инстанции направляет документы участникам процесса
16,Помощник судьи суда первой инстанции,Направленные документы,—,Завершение процесса. Система направила уведомлению о вынесении СА ЛУВД,—,Завершение процесса. Система направила уведомлению о вынесении СА ЛУВД
17,ЛУВД,Направленные документы,Полученное определение,Получено определение,—,ЛУВД получает определение о приостановлении или отказе в приостановлении исполненияАвтоматическое уведомление о поступлении документа
18,ЛУВД,Полученное определение,Ознакомление с документом,Ознакомиться в ЛК,—,ЛУВД знакомится с полученным определением
19,Система,—,—,Отправить время ознакомления,—,Система фиксирует время ознакомления и уведомляет пользователя
20,ЛУВД,Ознакомление с документом,Решение об обжаловании,Есть ли основание для обжалования? (Exclusive Gateway),—,"ЛУВД определяет, есть ли основание для обжалования определения. Автоматический анализ оснований для обжалования"
21,ЛУВД,Решение об обжаловании,—,Переход к процессу кассационного обжалования,—,ЛУВД переходит к процессу кассационного обжалования определения
22,ЛУВД,Решение об обжаловании,Ожидание приостановления,Ожидать приостановления исполнения,—,ЛУВД ожидает приостановления исполнения судебного акта
23,ЛУВД,Ожидание приостановления,—,Завершение процесса,—,ЛУВД завершает процесс ожидания приостановления исполнения
24,Судебный пристав-исполнитель,Направленные документы,Полученное определение,Получено определение,—,Судебный пристав-исполнитель получает определение о приостановлении или отказе в приостановлении исполненияАвтоматическое уведомление о поступлении документа
25,Судебный пристав-исполнитель,Полученное определение,Ознакомление с документом,Ознакомиться в ЛК,—,Судебный пристав-исполнитель знакомится с полученным определением
26,Система,—,—,Отправить время ознакомления,—,Система фиксирует время ознакомления и уведомляет пользователя
27,Судебный пристав-исполнитель,Ознакомление с документом,Решение о приостановлении,Заявление удовлетворено? (Exclusive Gateway),—,"Судебный пристав-исполнитель определяет, удовлетворено ли заявление о приостановлении. "
28,Судебный пристав-исполнитель,Решение о приостановлении,Приостановленное производство,Завершение процесса. Приостановить исполнительное производство,—,Судебный пристав-исполнитель приостанавливает исполнительное производство в соответствии с определением
29,Судебный пристав-исполнитель,Приостановленное производство,—,Завершение процесса,—,Судебный пристав-исполнитель завершает процесс приостановления исполнительного производства
30,Судья суда первой инстанции,Определение о приостановлении/отказе,Решение о заявлении,Заявление удовлетворено? (Exclusive Gateway),—,"Судья суда первой инстанции определяет, удовлетворено ли заявление о приостановлении. Автоматическая проверка соответствия заявления требованиям"
31,Судья суда первой инстанции,Решение о заявлении,Обращение к исполнению,ТБП91.Обратить СА к исполнению,—,Судья суда первой инстанции обращает судебный акт к исполнениюАвтоматическое направление судебного акта к исполнению
32,Судья суда первой инстанции,Приобщенные материалы,—,"Завершение процесса. Вынесено Определение о приостановлении исполнения судебного акта, СА обращен к исполнению",—,"Завершение процесса. Вынесено Определение о приостановлении исполнения судебного акта, СА обращен к исполнению"
33,Судья суда первой инстанции,Приобщенные материалы,—,Завершение процесса. Вынесено Определение об отказе в приостановлении исполнения судебного акта,—,Завершение процесса. Вынесено Определение об отказе в приостановлении исполнения судебного акта
