№ действия,"Роль (актор на конкретном шаге, в т.ч. Система)","Входящие материалы (объект/данные, инициирующие шаги)","Исходящие материалы (объект, являющийся результатом действия)",Наименование шага процесса,Срок (срок и шаг с которого считается срок),Описание процесса (актор и описание)
10,Помощник судьи,"","",Эксклюзивный шлюз,"",Эксклюзивный шлюз
11,Помощник судьи,—,—,Ожидать рассмотрения АЖ,"",—
12,"Судья - председательствующий, ""Боковые"" судьи",—,—,КЖ принята к производству?,В течение 5 дней,Решение о принятии КЖ к производству. Проверка соответствия кассационной жалобы требованиям АПК РФ. Судья - председательствующий принимает решение о принятии кассационной жалобы к производству на основании проверки формальных требованийДа: переход к шагу 13Нет: переход к шагу 51
13,Система,"","",Синхронизировать с делом нижестоящих инстанций,"",Синхронизировать с делом нижестоящих инстанций
14,Система,"","",Завершение процесса,"",Завершение процесса
15,Судья суда первой инстанции,"","",Получено уведомление о рассмотрении судом вышестоящей инстанции,"",Получено уведомление о рассмотрении судом вышестоящей инстанции
16,Судья суда первой инстанции,"",—,Ознакомиться с результатом рассмотрения,—,Судья знакомится с результатом рассмотрения апелляционной жалобы
17,Судья суда первой инстанции,—,—,Требуется исполнение СА? Эксклюзивный шлюз, —,Судья определяет требуется ли исполнение судебного акта Да: переход к шагу 18Нет: переход к шагу 19
18,Судья суда первой инстанции,—,—,ТБП91.Обратить СА к исполнению,—,Переход к типовому процессу «Обратить судебный акт к исполнению». В результате данного ТП судья обращает судебный акт к исполнению
19,Судья суда первой инстанции,—,—,Эксклюзивный шлюз,—,Эксклюзивный шлюз для координации потоков
20,Судья суда первой инстанции,Материалы дела,"Материалы дела, подготовленные к сдаче в архив",ТБП89.Передать дело в архив,—,"Помощник судьи передает дело в архив. Переход к Типовому процессу ""Передать дело в архив"", результатом ТП является подготовка и передача дела в архив"
21,Судья суда первой инстанции,—,—,Завершение процесса,—,Завершение процесса
22,Заявитель,"",—,Возникла необходимость в обеспечении требований,—,"В процессе кассационного обжалования предусмотрено встречное обеспечение при  приостановлении исполнения судебных актов, принятых арбитражным судом первой и апелляционной инстанций.Обеспечительные меры, меры предварительной защиты принимаются судом в целях предотвращения нарушения прав, свобод и законных интересов заявителя или неопределенного круга лиц, снижения негативного воздействия допущенных нарушений, создания условий для надлежащего исполнения судебного акта"
23,Заявитель,Ходатайство об обеспечительных мерах,—,Переход в процесс рассмотрения обеспечительных мер,—,Заявитель подает заявление о принятии обеспечительных мер в рамках каркасного процесса рассмотрения обеспечительных мер
24,Заявитель,"",—,Возникла необходимость приостановить исполнение СА,—,Заявитель подготавливает ходатайство о приостановлении исполнения СА
25,Заявитель,Ходатайство о приостановлении исполнения СА,—,ТБП7.Подать документы в суд,—,"Переход к типовому процессу ""Подать документы в суд"". В результате данного ТП заявитель подает документы в суд- ходатайство о приостановлении исполнения СА. Согласно ч. 1 ст.283 АПК РФ Ходатайство о приостановлении исполнения судебных актов, подаваемое в электронном виде, должно быть подписано усиленной квалифицированной электронной подписью."
26,Заявитель,—,—,Завершение процесса,—,Завершение процесса
27,Канцелярия кассационной инстанции,Ходатайство о приостановлении исполнения СА,—,Получен документ по делу,—,Канцелярия фиксирует поступление документа
28,Канцелярия кассационной инстанции,Ходатайство о приостановлении исполнения СА,—,ТБП53.Принять входящий документ,В день поступления в суд или не позднее первой половины следующего дня,Переход к типовому процессу «Принять входящий документ». Канцелярия принимает входящий документПри поступлении заявления в суд происходит регистрация входящего документа и его распределение судье (при необходимости). Результатом этого ТП будет являться зарегистрированный документ
29,Канцелярия кассационной инстанции,—,—,Входящий документ зарегистрирован,—,Завершение процесса
30,"Судья - председательствующий, ""Боковые"" судьи",Ходатайство о приостановлении исполнения СА,—,Поступило ходатайство о приостановлении исполнения СА,—,Заявитель подает ходатайство о приостановлении исполнения СА
31,"Судья - председательствующий, ""Боковые"" судьи",Ходатайство о приостановлении исполнения CА,Определение о приостановлении исполнения САОпределение об отказе в приостановлении исполнения СА  ,ТБП137.Рассмотреть вопрос о приостановлении СА,3 дня с даты поступления ходатайства,"Переход к типовому процессу ""Рассмотреть вопрос о приостановлении"". В результате ТП Судья - председательствующий, ""Боковые"" судьи рассматривает ходатайство о приостановлении исполнения САСогласно ст. 283 АПК РФ О приостановлении исполнения судебного акта или об отказе в приостановлении исполнения арбитражный суд кассационной инстанции выносит определение в трехдневный срок со дня поступления ходатайства в суд. Определение может быть обжаловано в арбитражный суд кассационной инстанции. Содержание этого определения может быть изложено в определении о принятии кассационной жалобы к производству суда.Копия определения направляется лицам, участвующим в деле. Исполнение судебного акта приостанавливается на срок до принятия арбитражным судом кассационной инстанции постановления по результатам рассмотрения кассационной жалобы, если судом не установлен иной срок приостановленияИсполнение решения, постановления арбитражного суда приостанавливается арбитражным судом кассационной инстанции при предоставлении лицом, ходатайствующим о таком приостановлении, обеспечения возмещения другой стороне по делу возможных убытков (встречного обеспечения) путем внесения на депозитный счет арбитражного суда кассационной инстанции денежных средств в размере оспариваемой суммы либо предоставления банковской гарантии, поручительства или иного финансового обеспечения на ту же сумму."
32,"Судья - председательствующий, ""Боковые"" судьи", ,"",Завершение процесса, ,Завершение процесса
33,Иные ЛУВД,Определение о принятии КЖ,—,Получено определение о принятии КЖ,—,"Лица участвующие в деле получили определение о принятии КЖК ЛУВД в силу части 3 статьи 16 и статьи 42 АПК относятся лица, о правах и об обязанностях которых принят судебный акт. Они вправе его обжаловать в порядке кассационного производства в случае, если судебным актом затрагиваются их права и обязанности"
34,Иные ЛУВД, , ,Ознакомиться с материалами дела в ЛК, ,Иные ЛУВД знакомится с материалами дела в ЛК
35,Иные ЛУВД,Отзыв на КЖ,Определение о принятии отзыва на КЖ,Необходимо подать отзыв на КЖ?Эксклюзивный шлюз,"Отзыв направляется в срок, обеспечивающий возможность ознакомления с отзывом до начала судебного заседания","К отзыву предъявляются требования по форме и содержанию согласно ст 279 АПК. Согласно ч.1 статьи ЛУВД направляет отзыв на кассационную жалобу с приложением документов, подтверждающих возражения относительно жалобы, другим лицам, участвующим в деле, и в арбитражный суд.К отзыву, направляемому в арбитражный суд, прилагается также документ, подтверждающий направление отзыва другим лицам, участвующим в делеДа: переход к шагу 37Нет: переход к шагу 36"
36,Иные ЛУВД,—,—,Завершение процесса,—,Завершение процесса
37,Иные ЛУВД,Отзыв на КЖ,Определение о принятии отзыва на КЖ,ТБП7.Подать документы в суд,Срок установленный в определении о принятии,"Переход к типовому процессу ""Подать документы в суд"" Результатом этапа является отзыв на КЖВ соответствии со статьей 279 АПК РФ лицо, участвующее в деле, направляет отзыв на кассационную жалобу с приложением документов, подтверждающих (обосновывающих) возражения по жалобе, другим лицам, участвующим в деле, и в суд в срок, обеспечивающий возможность ознакомления с отзывом до начала судебного заседания. Суд кассационной инстанции вправе установить срок для представления отзыва на кассационную жалобу, указав на это в определении. Непредставление отзыва на кассационную жалобу не препятствует ее рассмотрению."
38,Система,"","",Ограничить подачу,"",Система ограничивает подачу
39,Система,"","",Завершение процесса,"",Завершение процесса
40,Иные ЛУВД,—,—,Завершение процесса,—,Завершение процесса
41,Иные ЛУВД,"","",Возникла необходимость в примирении сторон,"",Возникла необходимость в примирении сторон
42,Иные ЛУВД,"","",Начать примирительные процедуры,"","Переход к типовому процессу ""Начать примирительные процедуры"". В результате данного ТП Иные ЛУВД выбирают подходящую примирительную процедуру (переговоры, медиация, судебное примирение)С учетом положений части 2 статьи 138 и части 1 статьи 139 АПК РФ стороны могут использовать любые примирительные процедуры, в том числе процедуру медиации, на любой стадии арбитражного процесса и при исполнении судебного акта."
43,Иные ЛУВД,"Документ по итогам примирительной процедуры (Мировое соглашение, соглашение о примирении, соглашение по фактическим обстоятельствам)",—,ТБП7.Подать документы в суд,До вынесения итогового СА,"Переход к типовому процессу ""Подать документы в суд""Иные ЛУВД подают документы в суд. Результатом примирительных процедур согласно ст. 138.6 является Мировое соглашение, соглашение о примирении, соглашение по фактическим обстоятельствам, полный/частичный отказ/принятие иска, признание обстоятельств, на которых другая сторона основывает свои требования или возражения"
44,Иные ЛУВД, , ,ЛУВД пришли к примирению сторон, ,ЛУВД пришли к примирению сторон
45,Заявитель,"","",Возникла необходимость в примирении сторон,"",Возникла необходимость в примирении сторон
46,Заявитель,"","",Начать примирительные процедуры,"","Переход к типовому процессу ""Начать примирительные процедуры"". В результате данного ТП заявитель выбирают подходящую примирительную процедуру (переговоры, медиация, судебное примирение)С учетом положений части 2 статьи 138 и части 1 статьи 139 АПК РФ стороны могут использовать любые примирительные процедуры, в том числе процедуру медиации, на любой стадии арбитражного процесса и при исполнении судебного акта."
47,Заявитель,"Документ по итогам примирительной процедуры (Мировое соглашение, соглашение о примирении, соглашение по фактическим обстоятельствам)",—,ТБП7.Подать документы в суд,До вынесения итогового СА,"Переход к типовому процессу ""Подать документы в суд""Заявитель подают документы в суд. Результатом примирительных процедур согласно ст. 138.6 является Мировое соглашение, соглашение о примирении, соглашение по фактическим обстоятельствам, полный/частичный отказ/принятие иска, признание обстоятельств, на которых другая сторона основывает свои требования или возражения"
48,Иные ЛУВД, , ,ЛУВД пришли к примирению сторон, ,ЛУВД пришли к примирению сторон
49,Канцелярия ,Документ по делу,—,Поступил документ по делу,—,Канцелярия фиксирует поступление документа
50,Канцелярия,"Документ по итогам примирительной процедуры (Мировое соглашение, соглашение о примирении, соглашение по фактическим обстоятельствам)",—,ТБП53.Принять входящий документ,"В день поступления в суд. Документы, поступившие в рабочие дни после 15 часов, могут быть зарегистрированы на следующий рабочий день","Канцелярия принимает входящий документ Переход к типовому процессу ""Принять входящий документ"""
51,Помощник судьи,"","",Эксклюзивный шлюз,"","Эксклюзивный шлюз, переход к шагу 52"
52,Помощник судьи,"","",Рассмотрение по ст. 288.2 АПК РФ?Эксклюзивный шлюз,"",Рассмотрение по ст. 288.2 АПК РФ?Да: переход к шагу 53Нет: переход к шагу 63
53,Помощник судьи,"","",ТБП118.Подготовить дело к рассмотрению,"","Переход к типовому процессу ""Подготовить дело к рассмотрению"". В результате данного ТП Помощник судьи готовит дело к рассмотрению "
54,"Судья - председательствующий, ""Боковые"" судьи",—,—,ТБП44.Назначить СЗ,—,"Переход к типовому процессу ""Назначить СЗ"". В результате данного ТП судья суда кассационной инстанции назначает судебное заседание по рассмотрению кассационной жалобы, при необходимости вызывают лиц участвующих в деле"
55,"Судья - председательствующий, ""Боковые"" судьи",—,—,Необходимо назначить судебное СЗ?Эксклюзивный шлюз,—,"Судья суда кассационной инстанции определяет необходимость назначения судебного заседания. Согласно ч.2 ст.288.1 Кассационная жалоба на судебный приказ рассматривается в суде кассационной инстанции судьей единолично без вызова сторон. С учетом характера и сложности рассматриваемого вопроса, а также доводов кассационной жалобы и возражений относительно кассационной жалобы суд может вызвать лиц, участвующих в деле, в судебное заседание.Да: переход к шагу 54Нет: переход к шагу 56"
56,"Судья - председательствующий, ""Боковые"" судьи","","",Переход в шаг 93,"",Переход к шагу 93
57,Иные ЛУВД,—,—,Возникла необходимость в рассмотрении КЖ в своё отсутствие,—,Иные ЛУВД уведомляют о невозможности присутствовать и ходатайствуют о рассмотрении дела в свое отсутствие
58,Иные ЛУВД,Ходатайство о рассмотрении дела в отсутствие представителя,—,ТБП7.Подать документы в суд,—,"Переход к типовому процессу ""Подать документы в суд"". В результате данного ТП Иные ЛУВД подают документы-ходатайство о рассмотрении дела в отсутствие представителя"
59,Иные ЛУВД,—,—,Завершение процесса,—,Завершение процесса
60,Заявитель,—,—,Возникла необходимость в рассмотрении КЖ в своё отсутствие,—,Заявитель уведомляет о невозможности присутствовать и ходатайствует о рассмотрении дела в свое отсутствие
61,Заявитель,Ходатайство о рассмотрении дела в отсутствие представителя,—,ТБП7.Подать документы в суд,—,"Переход к типовому процессу ""Подать документы в суд"". В результате данного ТП заявитель подает документы-ходатайство о рассмотрении дела в отсутствие представителя"
62,Заявитель,—,—,Завершение процесса,—,Завершение процесса
63,Помощник судьи,"","",Эксклюзивный шлюз,"","Эксклюзивный шлюз, переход к ашгу 64"
64,Помощник судьи,Дело/документы,Подготовленные материалы,ТБП66.Подготовиться к СЗ,"Четкий срок не установлен. Подготовка дела к судебному разбирательству проводится в срок, определяемый судьей с учетом обстоятельств конкретного дела и необходимости совершения соответствующих процессуальных действий","Переход к Типовому процессу «Подготовиться к СЗ».В ходе подготовки к СЗ помощник судьи будет проверять: извещены ли стороны о судебном заседании, будут собирать поступающие отзывы/возражения по делу, будет проведен предварительный анализ поступивших документов, ответов на запросы (если они были направлены), будет проверять был ли предоставлен доступ к ознакомлению с делу электронно всем сторонам и другие вопросы, подлежащие выяснению в рамках подготовки к проведению судебного заседания"
65,"Судья - председательствующий, ""Боковые"" судьи",—,—,ТБП68.Провести СЗ,—,"Переход к типовому процессу ""Провести СЗ"". В результате данного ТП в судебном заседании рассматривает дело коллегия из трех судей. Согласно ч.1 ст. 284 АПК РФ Арбитражный суд кассационной инстанции рассматривает дело в судебном заседании коллегиальным составом судей по правилам рассмотрения дела арбитражным судом первой инстанции, предусмотренным настоящим Кодексом, с особенностями, установленными в настоящей главе, за исключением случаев, предусмотренных частью 1.1 настоящей статьи.Неявка в судебное заседание арбитражного суда кассационной инстанции лица, подавшего кассационную жалобу, и других лиц, участвующих в деле, не может служить препятствием для рассмотрения дела в их отсутствие, если они были надлежащим образом извещены о времени и месте судебного разбирательства (ч.3 ст. 284 АПК РФ)Если рассмотрение по ст. 288.2 АПК РФ, то КЖ рассматривается единолично (участвует один судья)Если рассмотрение по общим правилам, то КЖ рассматривается коллегиально (участвует тройка судей)"
66,"Судья - председательствующий, ""Боковые"" судьи","","",Требуется ли приостановить производство по делу рассмотренному в порядке упрощенного производства?Эксклюзивный шлюз,"",Требуется ли приостановить производство по делу рассмотренному в порядке упрощенного производства?Да: переход к шагу 67Нет: переход к шагу 68
67,"Судья - председательствующий, ""Боковые"" судьи",Ходатайство о приостановлении исполнения CА,Определение о приостановлении исполнения САОпределение об отказе в приостановлении исполнения СА ,ТБП63.Рассмотреть вопрос о приостановлении,3 дня с даты поступления ходатайства,"Переход к типовому процессу ""Рассмотреть вопрос о приостановлении"". В результате ТП Судья - председательствующий, ""Боковые"" судьи рассматривает ходатайство о приостановлении исполнения. Согласно ст. 283 АПК РФ О приостановлении исполнения судебного акта или об отказе в приостановлении исполнения арбитражный суд кассационной инстанции выносит определение в трехдневный срок со дня поступления ходатайства в суд. Определение может быть обжаловано в арбитражный суд кассационной инстанции. Содержание этого определения может быть изложено в определении о принятии кассационной жалобы к производству суда.Копия определения направляется лицам, участвующим в деле. Исполнение судебного акта приостанавливается на срок до принятия арбитражным судом кассационной инстанции постановления по результатам рассмотрения кассационной жалобы, если судом не установлен иной срок приостановления Исполнение решения, постановления арбитражного суда приостанавливается арбитражным судом кассационной инстанции при предоставлении лицом, ходатайствующим о таком приостановлении, обеспечения возмещения другой стороне по делу возможных убытков (встречного обеспечения) путем внесения на депозитный счет арбитражного суда кассационной инстанции денежных средств в размере оспариваемой суммы либо предоставления банковской гарантии, поручительства или иного финансового обеспечения на ту же сумму."
68,"Судья - председательствующий, ""Боковые"" судьи","","",Эксклюзивный шлюз,"","Эксклюзивный шлюз, переход к шагу 74"
69,"Судья - председательствующий, ""Боковые"" судьи","","",Возникла необходимость в продлении срока рассмотрения дела,"",Возникла необходимость в продлении срока рассмотрения дела
70,"Судья - председательствующий, ""Боковые"" судьи","",Мотивированное заявление судьи о продлении срока рассмотрения,ТБП9.Рассмотреть вопрос о продлении срока рассмотрения,"","Переход к типовому процессу ""Рассмотреть вопрос о продлении срока рассмотрения дела"". Согласно ч. 1 ст. 152 АПК РФ дело должно быть рассмотрено арбитражным судом первой инстанции в срок, не превышающий шести месяцев со дня поступления заявления в арбитражный суд, включая срок на подготовку дела к судебному разбирательству и на принятие решения по делу. Однако согласно ч. 2 данной статьи срок может быть продлен на основании мотивированного заявления судьи, рассматривающего дело, председателем арбитражного суда, заместителем председателя арбитражного суда до девяти месяцев в связи с особой сложностью дела, со значительным числом участников арбитражного процесса. Срок, на который дело было приостановлено/отложено не включается в общий срок 6 месяцев. Вопрос рассматривает только Судья - председательствующий"
71,"Судья - председательствующий, ""Боковые"" судьи","","",Вопрос о продлении срока рассмотрения дела рассмотрен судом,"",Завершение процесса
72,"Судья - председательствующий, ""Боковые"" судьи","","","Переход в ТП ""Переход к новому рассмотрению в зависимости от процесса""","","Переход в ТП ""Переход к новому рассмотрению в зависимости от процесса"""
73,"Судья - председательствующий, ""Боковые"" судьи","","",Создать новое рассмотрение,"","Переход к типовому процессу ""Создать новое рассмотрение"". В результате данного ТП Судья - председательствующий, ""Боковые"" судьи создает новое рассмотрение дела.Система проводить автоматические проверки, анализирует материалы дела и судебную практику, формирует отчет для судьи.Внутри данного процесса ТП ""Оценить доказательства по делу""Судья формирует правовую позицию по делу (будет ли рассматривать дело по существу, прекратит, передаст по подсудности)"
74,"Судья - председательствующий, ""Боковые"" судьи","","",Эксклюзивный шлюз,"","Эксклюзивный шлюз, переход к шагу 75"
75,"Судья - председательствующий, ""Боковые"" судьи","","",ТБП142.Сформировать правовую позицию по делу,"","Переход к типовому процессу ""Сформировать правовую позицию по делу"". В результате данного ТП Судья - председательствующий, ""Боковые"" судьи формирует правовую позицию по делу"
76,"Судья - председательствующий, ""Боковые"" судьи","","",Чем завершается рассмотрение?Эксклюзивный шлюз,"",Переход к шагу 79
77,"Судья - председательствующий, ""Боковые"" судьи","",Определение о передаче дела по подсудности,ТБП65.Передать дело по подсудности,"","Переход к типовому процессу ""Передать дело по подсудности"". Правила подсудности регулируются ст. 39 АПК РФ. Согласно ч.1 данной статьи дело, принятое арбитражным судом к своему производству с соблюдением правил подсудности, должно быть рассмотрено им по существу, хотя бы в дальнейшем оно стало подсудным другому суду. Передача дела по подсудности регулируется ч.2 ст 39. В результате данного ТП дело передается по подсудности о передаче дела по подсудности выносится определение, которое может быть обжаловано в арбитражный суд апелляционной инстанции в десятидневный срок со дня его вынесения."
78,"Судья - председательствующий, ""Боковые"" судьи","",Определение о прекращении производства по кассационной жалобе,ТБП109.Рассмотреть вопрос о прекращении производства по делу,—,"Переход к типовому процессу ""Рассмотреть вопрос о прекращении"". В результате данного ТП Судья - председательствующий, ""Боковые"" судьи рассматривает вопрос о прекращении производства.Согласно ст. 282 АПК РФ Арбитражный суд кассационной инстанции прекращает производство по кассационной жалобе, если после принятия кассационной жалобы к производству суда от лица, ее подавшего, поступило ходатайство об отказе от кассационной жалобы и отказ принят судом в соответствии со статьей 49 (получение и утверждение Документ по итогам примирительной процедуры (Мировое соглашение, соглашение о примирении, соглашение по фактическим обстоятельствам))О прекращении производства по кассационной жалобе арбитражный суд выносит определение. В определении могут быть разрешены вопросы о распределении между сторонами судебных расходов, о возврате государственной пошлины из федерального бюджета. Копии определения о прекращении производства по кассационной жалобе направляются лицам, участвующим в деле.В случае прекращения производства по кассационной жалобе повторное обращение того же лица по тем же основаниям в арбитражный суд с кассационной жалобой не допускается. Определение может быть обжаловано."
79,"Судья - председательствующий, ""Боковые"" судьи","","",Рассмотрение по ст. 288.2 АПК РФ?Эксклюзивный шлюз,"",Рассмотрение по ст. 288.2 АПК РФ?Да: переход к шагу 80Нет: переход к шагу 83
80,"Судья - председательствующий, ""Боковые"" судьи",—,—,Проверить соответствие выводов обстоятельствам,"","Судья - председательствующий, ""Боковые"" судьи проверяет соответствие выводов фактическим обстоятельствам"
81,"Судья - председательствующий, ""Боковые"" судьи",—,—,Проверить законность СА,"","Судья - председательствующий, ""Боковые"" судьи проверяет законность судебного актаКак следует из частей 1 и 3 статьи 286 Кодекса, суд кассационной инстанции при проверке законности судебных актов, принятых судами первой и апелляционной инстанций, устанавливает правильность применения норм материального права и норм процессуального права, а также проверяет соответствие выводов судов первой и апелляционной инстанций о применении нормы права установленным ими по делу обстоятельствам и имеющимся в деле доказательствам, исходя из доводов, содержащихся в кассационной жалобе и возражениях относительно жалобы"
82,"Судья - председательствующий, ""Боковые"" судьи",—,—,ТБП108.Рассмотреть КЖ,В течение 3 месяцев,"Переход к типовому процессу ""Рассмотреть КЖ"". Судья - председательствующий, ""Боковые"" судьи рассматривает кассационную жалобу. Полномочия арбитражного суда кассационной инстанции определяются согласно ст. 287 АПК РФ. Арбитражный суд, рассматривающий дело в кассационной инстанции, не вправе устанавливать или считать доказанными обстоятельства, которые не были установлены в решении или постановлении либо были отвергнуты судом первой или апелляционной инстанции, предрешать вопросы о достоверности или недостоверности того или иного доказательства, преимуществе одних доказательств перед другими, о том, какая норма материального права должна быть применена и какое решение, постановление должно быть принято при новом рассмотрении делаОснования для отмены судебного приказа, изменения или отмены решения, постановления арбитражного суда первой и апелляционной инстанций определяются положениями ст. 288 АПК РФ"
83,"Судья - председательствующий, ""Боковые"" судьи",—,—,Проверить соответствие выводов обстоятельствам,"","Судья - председательствующий, ""Боковые"" судьи проверяет соответствие выводов фактическим обстоятельствам"
84,"Судья - председательствующий, ""Боковые"" судьи",—,—,Проверить законность СА,"","Судья - председательствующий, ""Боковые"" судьи проверяет законность судебного актаКак следует из частей 1 и 3 статьи 286 Кодекса, суд кассационной инстанции при проверке законности судебных актов, принятых судами первой и апелляционной инстанций, устанавливает правильность применения норм материального права и норм процессуального права, а также проверяет соответствие выводов судов первой и апелляционной инстанций о применении нормы права установленным ими по делу обстоятельствам и имеющимся в деле доказательствам, исходя из доводов, содержащихся в кассационной жалобе и возражениях относительно жалобы"
85,"Судья - председательствующий, ""Боковые"" судьи",—,—,ТБП108.Рассмотреть КЖ,В течение 3 месяцев,"Переход к типовому процессу ""Рассмотреть КЖ"". Судья - председательствующий, ""Боковые"" судьи рассматривает кассационную жалобу. Полномочия арбитражного суда кассационной инстанции определяются согласно ст. 287 АПК РФ. Арбитражный суд, рассматривающий дело в кассационной инстанции, не вправе устанавливать или считать доказанными обстоятельства, которые не были установлены в решении или постановлении либо были отвергнуты судом первой или апелляционной инстанции, предрешать вопросы о достоверности или недостоверности того или иного доказательства, преимуществе одних доказательств перед другими, о том, какая норма материального права должна быть применена и какое решение, постановление должно быть принято при новом рассмотрении делаОснования для отмены судебного приказа, изменения или отмены решения, постановления арбитражного суда первой и апелляционной инстанций определяются положениями ст. 288 АПК РФ"
86,"Судья - председательствующий, ""Боковые"" судьи",—,Постановление суда кассационной инстанции,ТБП80.Принять СА,В течение 5 дней,"Переход к типовому процессу ""Принять СА"". В результате данного ТП постановление арбитражного суда кассационной инстанции выносится тройкой судей. К постановлению предъявляются требования по содержанию согласно ч.2 ст. 289 АПК РФ. Указания арбитражного суда кассационной инстанции, в том числе на толкование закона, изложенные в его постановлении об отмене решения, судебного приказа, постановления арбитражных судов первой и апелляционной инстанций, обязательны для арбитражного суда, вновь рассматривающего данное дело.В постановлении арбитражного суда кассационной инстанции указывается на распределение между сторонами судебных расходов, понесенных в связи с подачей кассационной жалобы.При отмене судебного акта с передачей дела на новое рассмотрение вопрос о распределении судебных расходов разрешается арбитражным судом, вновь рассматривающим дело."
87,"Судья - председательствующий, ""Боковые"" судьи","","",Эксклюзивный шлюз,"","Эксклюзивный шлюз, переход к шагу 88"
88,Система,"","",Синхронизировать с делом нижестоящих инстанций,"",Система синхронизирует дело с делом нижестоящих инстанций
89,Иные ЛУВД,Постановление суда кассационной инстанции,—,Получено постановление,—,Иные ЛУВД получают постановление суда кассационной инстанции
90,Иные ЛУВД,—,—,Ознакомиться,—,Иные ЛУВД знакомятся с постановлением
91,Иные ЛУВД,—,—,Есть ли основание для обжалования?Эксклюзивный шлюз,—,Иные ЛУВД оценивают наличие оснований для обжалованияДа: переход к шагу 92Нет: переход к шагу 93
92,Иные ЛУВД,—,—,Переход к процессу кассационного обжалования в ВС РФ,—,Иные ЛУВД переходят к обжалованию в ВС РФ
93,Иные ЛУВД,—,—,Лицо ознакомлено,"",Лицо ознакомлено
94,Заявитель,Постановление суда кассационной инстанции,—,Получено постановление,—,Заявитель получает постановление
95,Заявитель,—,—,Ознакомиться,—,Заявитель знакомится с постановлением
96,Заявитель,—,—,Есть ли основание для обжалования?Эксклюзивный шлюз,—,Заявитель оценивает наличие оснований для обжалования постановления кассационной инстанцииДа: переход к шагу 97Нет: переход к шагу 98
97,Заявитель,—,—,Переход к процессу кассационного обжалования в ВС РФ,—,Переход к процессу кассационного обжалования в ВС РФ
98,Заявитель,—,—,Лицо ознакомлено,"",Лицо ознакомлено
