№ действия,"Роль (актор на конкретном шаге, в т.ч. Система)","Входящие материалы (объект/данные, инициирующие шаги)","Исходящие материалы (объект, являющийся результатом действия)",Наименование шага процесса,Срок (срок и шаг с которого считается срок),Описание процесса (актор и описание)
24,Суд,Результат рассмотрения ходатайства,—,Ходатайство о введении фин. оздоровления удовлетворено? Эксклюзивный шлюз,—,"Суд принимает решение об удовлетворении ходатайства о финансовом оздоровлении. Согласно ч.3 ст.80 Федерального закона от 26.10.2002 N 127-ФЗ : В определении о введении финансового оздоровления должен указываться срок финансового оздоровления, а также содержаться утвержденный судом график погашения задолженности.В случае предоставления обеспечения исполнения обязательств в соответствии с графиком погашения задолженности определение о введении финансового оздоровления должно содержать сведения о лицах, предоставивших обеспечение, размере и способах такого обеспечения."
25,Суд,—,—,Завершение процесса. Переход к основной схеме в зависимости от процедуры банкротства,—,При отказе в удовлетворении ходатайства суд переходит к основной схеме в зависимости от процедуры банкротства
26,Суд,—,Срок фин. оздоровления в судебном акте,Указать в СА срок фин. оздоровления,—,Суд указывает в судебном акте срок финансового оздоровления. Согласно ч.6 ст.80 Федерального закона от 26.10.2002 N 127-ФЗ : Финансовое оздоровление вводится на срок не более чем два года
27,Суд,—,График погашения задолженности в судебном акте,Внести в СА график погашения задолженности,—,"Суд вносит в судебный акт график погашения задолженности. Согласно ч.3 ст.80 Федерального закона от 26.10.2002 N 127-ФЗ : В определении о введении финансового оздоровления должен указываться срок финансового оздоровления, а также содержаться утвержденный судом график погашения задолженности.В случае предоставления обеспечения исполнения обязательств в соответствии с графиком погашения задолженности определение о введении финансового оздоровления должно содержать сведения о лицах, предоставивших обеспечение, размере и способах такого обеспечения."
28,Суд,—,—,Представлена кандидатура АУ? Эксклюзивный шлюз,—,"Суд проверяет, представлена ли кандидатура административного управляющего. Согласно ч.2 ст.80 Федерального закона от 26.10.2002 N 127-ФЗ : Одновременно с вынесением определения о введении финансового оздоровления арбитражный суд утверждает административного управляющего, за исключением случаев, предусмотренных пунктом 2 статьи 75 настоящего Федерального закона."
29,Суд,—,Утвержденный административный управляющий,Утвердить административного управляющего,—,Суд утверждает кандидатуру административного управляющего
30,Суд,—,—,Эксклюзивный шлюз,—,Эксклюзивный шлюз
31,Суд,—,Идентифицирующие реквизиты в судебном акте,Указать в СА необходимые идентифицирующие реквизиты,—,Система указывает в судебном акте необходимые идентифицирующие реквизиты
32,Суд,—,—,Необходимо разрешить вопросы обеспечительных мер? Эксклюзивный шлюз,—,Суд определяет необходимость разрешения вопросов обеспечительных мер.
33,Суд,—,—,Завершение процесса. Переход в процесс рассмотрения обеспечительных мер,—,При необходимости разрешения вопросов обеспечительных мер суд переходит к соответствующему процессу
34,Суд,—,—,Необходимо разрешить иные вопросы в ходе судебного разбирательства?Эксклюзивный шлюз,—,Суд определяет необходимость разрешения иных вопросов в ходе судебного разбирательства.
35,Суд,—,—,Требуется перейти в судебное разбирательство?Эксклюзивный шлюз,—,Суд определяет необходимость перехода в судебное разбирательство.
36,Суд,—,—,Завершение процесса. Переход в процесс провести СЗ,—,При необходимости судебного разбирательства суд переходит к проведению судебного заседания
37,Суд,—,—,ТБП142.Сформировать правовую позицию по делу,–,"Переход к типовому процессу ""Сформировать правовую позицию по делу"""
38,Суд,—,—,ТБП140.Рассмотреть по существу,—,"Переход к типовому процессу ""Рассмотреть заявление по существу"". В результате данного ТП Суд рассматривает заявление по существу и выносит Определение арбитражного суда о введении финансового оздоровления, оно подлежит немедленному исполнению и может быть обжаловано"
39,Суд,—,—,Эксклюзивный шлюз,—,Эксклюзивный шлюз
40,Суд,—,—,Необходимо дополнительное исследование доказательств или выяснение обстоятельств?Эксклюзивный шлюз,—,Суд определяет необходимость дополнительного исследования доказательств или выяснения обстоятельств.
41,Суд,—,—,Завершение процесса. Переход к основной схеме в зависимости от процедуры банкротства,—,При необходимости дополнительного исследования суд переходит к основной схеме в зависимости от процедуры банкротства
42,Суд,—,Данные о решении в ИС суда,Сохранить данные о решении,—,Система вносит данные о принятом решении
43,Суд,—,—,Завершение процесса. Суд вводит фин. оздоровление,—,Суд завершает процесс введения финансового оздоровления
