№ действия,"Роль (актор на конкретном шаге, в т.ч. Система)","Входящие материалы (объект/данные, инициирующие шаги)","Исходящие материалы (объект, являющийся результатом действия)",Наименование шага процесса,Срок (срок и шаг с которого считается срок),Описание процесса (актор и описание)
40,ЛУВД,Материалы дела,-,Ознакомиться с материалами дела в ЛК,-,ЛУВД ознакомиться с материалами дела в лк
41,ЛУВД,-,-,Требуется подать отзыв?,-,"Если да, то переход к шагу 42. Если нет, то переход к шагу 43"
42,ЛУВД,-,Отзыв,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
43,Судья,-,-,"",-,Переход к шагу 44
44,ЛУВД,-,-,Требуется подать протокол собрания кредиторов?,-,"Если да, то переход к шагу 45. Если нет, то переход к шагу 46"
45,ЛУВД,-,Протокол собрания кредиторов,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
46,Судья,-,-,"",-,Переход к шагу 47
47,ЛУВД,-,-,Лица ознакомлены/ Документы поданы,-,Завершение процесса: Лица ознакомлены/ Документы поданы
48,Система,-,-,Ограничить подачу,-,Система автоматически выполняет: ограничить подачу
49,ЛУВД,-,-,Ограничена подача в суд,-,Завершение процесса: Ограничена подача в суд
50,Канцелярия,-,-,Поступил документ,-,Канцелярия инициирует: поступил документ
51,Канцелярия,Документ,Зарегистрированный документ,ТБП53.Принять входящий документ,-,"Переход к типовому процессу ""Принять входящий документ"""
52,Помощник судьи,-,-,"",-,Переход к шагу 70
53,ЛУВД,-,-,Возникла необходимость в рассмотрении дела в своё отсутствие,-,ЛУВД инициирует: возникла необходимость в рассмотрении дела в своё отсутствие
54,ЛУВД,-,Ходатайство о рассмотрении дела в отсутствие представителя,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
55,ЛУВД,-,-,"",-,Завершение процесса
56,Канцелярия,-,-,Поступил документ по делу,-,Канцелярия инициирует: поступил документ по делу
57,Канцелярия,Документ,-,ТБП53.Принять входящий документ,-,"Переход к типовому процессу ""Принять входящий документ"""
58,ЛУВД,-,-,Входящий документ зарегистрирован,-,Завершение процесса
59,ЛУВД,-,-,Возникла необходимость подать ходатайство/заявление о приостановлении/оставлении без рассмотрения/прекращении производства по делу,-,ЛУВД инициирует: возникла необходимость подать ходатайство/заявление о приостановлении/оставлении без рассмотрения/прекращении производства по делу
60,ЛУВД,-,ходатайство/заявление о приостановлении/оставлении без рассмотрения/прекращении производства по делу,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
61,Судья,-,-,Переход к шагам о приостановлении/оставлении без рассмотрения/прекращении производства по делу,-,Судья переход к шагам о приостановлении/оставлении без рассмотрения/прекращении производства по делу
62,ЛУВД,-,-,Появилась необходимость обратиться с обособленным спором в рамках дела о банкротстве,-,ЛУВД инициирует: появилась необходимость обратиться с обособленным спором в рамках дела о банкротстве
63,Судья,-,-,Переход к схеме по обособленным спорам,-,Судья переход к схеме по обособленным спорам
64,ЛУВД,-,-,Возникла необходимость в отводе судьи,-,ЛУВД инициирует: возникла необходимость в отводе судьи
65,ЛУВД,-,Заявление об отводе судьи,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
66,ЛУВД,-,-,"",-,Завершение процесса
67,Судья,-,-,Возникла необходимость в отводе/самоотводе судьи,-,Судья инициирует: возникла необходимость в отводе/самоотводе судьи
68,Судья,-,-,ТБП27.Отвод/самоотвод судьи,-,"Переход к типовому процессу ""Отвод/самоотвод судьи"""
69,ЛУВД,-,-,Отвод/самоотвод совершен,-,Завершение процесса
70,Помощник судьи,Материалы дела,-,ТБП66.Подготовиться к СЗ,-,"Переход к типовому процессу ""Подготовиться к СЗ"""
71,Судья,Материалы дела,"Судебный акт об отложении, протокол",ТБП68.Провести СЗ,-,"Переход к типовому процессу ""Провести СЗ""Комментарий: Судебный акт об отложении СЗ и перерыв внутри данного процесса"
72,Судья,-,-,Требуется приостановить производство по делу?,-,"Если да, то переход к шагу 73. Если нет, то переход к шагу 74"
73,Судья,-,-,ТБП63.Рассмотреть вопрос о приостановлении,-,"Переход к типовому процессу ""Рассмотреть вопрос о приостановлении""Комментарий: Внутри процесса возобновление и приостановление производства по делу"
74,Судья,-,-,"",-,Переход к шагу 75
75,Судья,-,-,Требуется ли объединить дела в одно производство?,-,"Если да, то переход к шагу 76. Если нет, то переход к шагу 78"
76,Судья,-,-,ТБП60.Рассмотреть вопрос об объединении дел,-,"Переход к типовому процессу ""Рассмотреть вопрос об объединение дел"""
77,Судья,-,-,Данное дело продолжает рассматриваться?,-,"Если да, то переход к шагу 78. Если нет, то переход к шагу 79"
78,Судья,-,-,"",-,Переход к шагу 92
79,Судья,-,-,"Производство по делу завершено, в связи с объединением. Требования рассматриваются в объединенном деле.",-,Завершение процесса
80,Судья,-,-,Возникла необходимость в замене судьи,-,Судья инициирует: возникла необходимость в замене судьи
81,Судья,-,-,ТБП28.Заменить судью,-,"Переход к типовому процессу ""Заменить судью"""
82,ЛУВД,-,-,Замена судьи совершена.,-,Завершение процесса
83,Судья,-,-,Возникла необходимость в продлении срока рассмотрения дела,-,Судья инициирует: возникла необходимость в продлении срока рассмотрения дела
84,Судья,-,-,ТБП9.Рассмотреть вопрос о продлении срока рассмотрения,-,"Переход к типовому процессу ""Рассмотреть вопрос о продлении срока рассмотрения"""
85,ЛУВД,-,-,Вопрос о продлении срока рассмотрения дела рассмотрен судом,-,Завершение процесса
86,ЛУВД,-,-,Возникла необходимость в  ускорении,-,ЛУВД инициирует: возникла необходимость в  ускорении
87,ЛУВД,-,Заявление об ускорении,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
88,ЛУВД,-,-,"",-,Завершение процесса
89,Судья,-,-,Поступило заявление об ускорении,-,Судья инициирует: поступило заявление об ускорении
90,Судья,-,-,Рассмотреть вопрос об ускорении,-,"Переход к типовому процессу ""Рассмотреть вопрос об ускорении"""
91,ЛУВД,-,-,Вопрос об ускорении дела рассмотрен судом,-,Завершение процесса
92,Система,-,-,Проанализировать дело,-,Система автоматически выполняет: проанализировать дело
93,Судья,Материалы дела,-,ТБП59.Оценить доказательства по делу,-,"Переход к типовому процессу ""Оценить доказательства по делу"""
94,Судья,-,-,Рассмотреть вопрос об обоснованности,-,Судья рассмотреть вопрос об обоснованности
95,Судья,-,-,Какой результат рассмотрения вопроса об обоснованности?,-,"Переход к одному из шагов: 97, 96, 102, 108"
96,Судья,-,-,ТБП36.Рассмотреть вопрос об оставлении без рассмотрения,-,"Переход к типовому процессу ""Рассмотреть вопрос об оставлении без рассмотрения"""
97,Судья,-,-,ТБП64.Рассмотреть вопрос о прекращении производства по делу,-,"Переход к типовому процессу ""Рассмотреть вопрос о прекращении производства по делу"""
98,Судья,-,-,"",-,Переход к шагу 99
99,Судья,-,-,Ожидать 6 месяцев с даты вступления в законную силу СА,-,Судья ожидать 6 месяцев с даты вступления в законную силу са
100,Судья,-,-,ТБП89.Передать дело в архив,-,"Переход к типовому процессу ""Передать дело в архив"""
101,Судья,-,-,Дело передано в архив,-,Завершение процесса
102,Судья,-,-,Ввести реструктуризацию долгов,-,"Переход к типовому процессу ""Ввести реструктуризацию долгов"""
103,Судья,Материалы дела,Определение о признании заявления обоснованным и введении реструктуризации долгов гражданина,ТБП80.Принять СА,-,"Переход к типовому процессу ""Принять СА"""
104,ЛУВД,-,-,Получено уведомление о признании заявления обоснованным и введении реструктуризации долгов гражданина,-,ЛУВД инициирует: получено уведомление о признании заявления обоснованным и введении реструктуризации долгов гражданина
105,ЛУВД,Материалы дела,-,Ознакомиться,-,ЛУВД ознакомиться
106,Судья,-,-,Есть ли основание для обжалования?,-,"Если да, то переход к шагу 107. Если нет, то переход к шагу 109"
107,Судья,-,-,Переход к процессу апелляционного обжалования,-,Судья переход к процессу апелляционного обжалования
108,Судья,-,-,Переход в шаг Реализации имущества,-,Судья переход в шаг реализации имущества
109,Судья,-,-,Определение получено органом опеки и попечительства?,-,"Если да, то переход к шагу 111. Если нет, то переход к шагу 110"
110,ЛУВД,-,-,"Должник передает АУ информацию об имуществе, счетах, переводах, родственниках и их имуществе, кредиторы соблюдают ограничения в связи с реструктуризацией долгов гражданина",-,"Завершение процесса: Должник передает АУ информацию об имуществе, счетах, переводах, родственниках и их имуществе, кредиторы соблюдают ограничения в связи с реструктуризацией долгов гражданина"
111,ЛУВД,-,Отзыв,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
112,ЛУВД,-,-,Документ подан,-,Завершение процесса: Документ подан
113,ЛУВД,-,-,Возникла необходимость в принятии обеспечительных мер,-,ЛУВД инициирует: возникла необходимость в принятии обеспечительных мер
114,Судья,-,-,Переход в процесс рассмотрения обеспечительных мер,-,Судья переход в процесс рассмотрения обеспечительных мер
115,ЛУВД,-,-,Возникла необходимость разрешить разногласия между ЛУВД в деле о банкротстве,-,ЛУВД инициирует: возникла необходимость разрешить разногласия между лувд в деле о банкротстве
116,Судья,-,-,Переход к процессу производство по обособленным спорам о разрешении разногласий между АУ и ЛУВД,-,Судья переход к процессу производство по обособленным спорам о разрешении разногласий между ау и лувд
117,ЛУВД,-,-,Возникла необходимость в освобождении от исполнения обязанностей АУ,-,ЛУВД инициирует: возникла необходимость в освобождении от исполнения обязанностей ау
118,Судья,-,-,Переход к процессу производство по обособленным спорам об освобождении от исполнения обязанностей АУ,-,Судья переход к процессу производство по обособленным спорам об освобождении от исполнения обязанностей ау
119,ЛУВД,-,-,Возникла необходимость предъявить требования к должнику/ Заменить кредитора в РТК/ Исключить требования из РТК,-,ЛУВД инициирует: возникла необходимость предъявить требования к должнику/ заменить кредитора в ртк/ исключить требования из ртк
120,ЛУВД,-,-,"Переход к процессу производство по обособленным спорам о включении, замене, исключении требований кредиторов",-,"ЛУВД переход к процессу производство по обособленным спорам о включении, замене, исключении требований кредиторов"
121,ЛУВД,-,-,Появилась необходимость обратиться с обособленным спором в документарном порядке,-,ЛУВД инициирует: появилась необходимость обратиться с обособленным спором в документарном порядке
122,Судья,-,-,Переход к схеме документарное производство по обособленным спорам,-,Судья переход к схеме документарное производство по обособленным спорам
123,ЛУВД,-,-,Появилась необходимость признать обязательство должника общим обязательством супругов,-,ЛУВД инициирует: появилась необходимость признать обязательство должника общим обязательством супругов
124,ЛУВД,-,-,Переход к схеме Признание обязательств должника (ФЛ) общим обязательством супругов,-,ЛУВД переход к схеме признание обязательств должника (фл) общим обязательством супругов
125,ЛУВД,-,-,Появилась необходимость исполнить обязательства должника,-,ЛУВД инициирует: появилась необходимость исполнить обязательства должника
126,ЛУВД,-,-,Переход к схеме исполнение обязательств должника третьим лицом,-,ЛУВД переход к схеме исполнение обязательств должника третьим лицом
127,ЛУВД,-,-,Получено уведомление о проведении первого собрания кредиторов,-,ЛУВД инициирует: получено уведомление о проведении первого собрания кредиторов
128,Судья,-,-,Собрание состоялось?,-,"Если да, то переход к шагу 137. Если нет, то переход к шагу 129"
129,ЛУВД,-,-,"",-,Завершение процесса
130,Судья,-,-,Необходимо ожидать новый план реструктуризации?,-,"Если да, то переход к шагу 140. Если нет, то переход к шагу 131"
131,ЛУВД,-,"Отчет финансового управляющего, Ходатайство о признании гражданина банкротом и введении реализации имущества",ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
132,ЛУВД,-,-,Документ подан,-,Завершение процесса: Документ подан
133,ЛУВД,-,-,Получен  план реструктуризации долгов гражданина,-,ЛУВД инициирует: получен  план реструктуризации долгов гражданина
134,ЛУВД,-,Отзыв на план реструктуризации,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
135,ЛУВД,-,-,Документ подан,-,Завершение процесса: Документ подан
136,ЛУВД,-,Мировое соглашение,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
137,Судья,-,-,Принято решение об утверждении мирового соглашения?,-,"Если да, то переход к шагу 136. Если нет, то переход к шагу 139"
138,ЛУВД,-,-,Документ подан,-,Завершение процесса: Документ подан
139,Судья,-,-,Принято решение об утверждении плана  реструктуризации?,-,"Если да, то переход к шагу 142. Если нет, то переход к шагу 130"
140,Судья,-,-,Ожидать новый план,-,Судья ожидать новый план
141,Судья,-,-,Переход в шаг 100,-,Судья переход в шаг 100
142,ЛУВД,-,"Отчет финансового управляющего, Ходатайство об утверждении плана реструктуризации долгов гражданина",ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
143,ЛУВД,-,-,Документ подан,-,Завершение процесса: Документ подан
144,Канцелярия,-,-,Поступил документ,-,Канцелярия инициирует: поступил документ
145,Канцелярия,Документ,Зарегистрированный документ,ТБП53.Принять входящий документ,-,"Переход к типовому процессу ""Принять входящий документ"""
146,Помощник судьи,-,-,"",-,Переход к шагу 147
147,Помощник судьи,Материалы дела,-,ТБП66.Подготовиться к СЗ,-,"Переход к типовому процессу ""Подготовиться к СЗ"""
148,Судья,Материалы дела,-,ТБП68.Провести СЗ,-,"Переход к типовому процессу ""Провести СЗ"""
149,Судья,-,-,Требуется приостановить производство по делу?,-,"Если да, то переход к шагу 150. Если нет, то переход к шагу 151"
150,Судья,-,-,ТБП63.Рассмотреть вопрос о приостановлении,-,"Переход к типовому процессу ""Рассмотреть вопрос о приостановлении"""
151,Судья,-,-,"",-,Переход к шагу 152
152,Система,-,-,Проанализировать дело,-,Система автоматически выполняет: проанализировать дело
153,Судья,Материалы дела,-,ТБП59.Оценить доказательства по делу,-,"Переход к типовому процессу ""Оценить доказательства по делу"""
154,Судья,-,-,Рассмотреть вопрос об утверждении плана,-,"Переход к типовому процессу ""Рассмотреть вопрос об утверждении плана"""
155,Судья,-,-,Какой результат рассмотрения вопроса об утверждении плана реструктуризации?,-,"Переход к одному из шагов: 156, 162, 164"
156,Судья,Материалы дела,Определение об утверждении плана реструктуризации долгов гражданина,ТБП80.Принять СА,-,"Переход к типовому процессу ""Принять СА"""
157,ЛУВД,-,-,Получено уведомление об утверждении плана реструктуризации долгов гражданина,-,ЛУВД инициирует: получено уведомление об утверждении плана реструктуризации долгов гражданина
158,ЛУВД,Материалы дела,-,Ознакомиться,-,ЛУВД ознакомиться
159,Судья,-,-,Есть ли основание для обжалования?,-,"Если да, то переход к шагу 160. Если нет, то переход к шагу 161"
160,Судья,-,-,Переход к процессу апелляционного обжалования,-,Судья переход к процессу апелляционного обжалования
161,ЛУВД,-,-,Лицо ознакомлено,-,Завершение процесса: Лицо ознакомлено
162,Судья,-,-,ТБП44.Назначить СЗ,-,"Переход к типовому процессу ""Назначить СЗ"""
163,Судья,-,-,Переход в шаг 300,-,Судья переход в шаг 300
164,Судья,-,-,Переход в шаг Реализация имущества,-,Судья переход в шаг реализация имущества
165,ЛУВД,-,-,Получено уведомление о проведении  собрания кредиторов,-,ЛУВД инициирует: получено уведомление о проведении  собрания кредиторов
166,Судья,-,-,Собрание состоялось?,-,"Если да, то переход к шагу 169. Если нет, то переход к шагу 167"
167,ЛУВД,-,-,Собрание кредиторов не состоялось,-,Завершение процесса: Собрание кредиторов не состоялось
168,ЛУВД,-,-,Собрание кредиторов не утвердило изменений плана реструктуризации,-,Завершение процесса: Собрание кредиторов не утвердило изменений плана реструктуризации
169,Судья,-,-,Принято решение об утверждении  изменений плана  реструктуризации?,-,"Если да, то переход к шагу 170. Если нет, то переход к шагу 168"
170,ЛУВД,-,Ходатайство о внесении изменений в план реструктуризации,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
171,ЛУВД,-,-,Документ подан,-,Завершение процесса: Документ подан
172,Канцелярия,-,-,Поступил документ,-,Канцелярия инициирует: поступил документ
173,Канцелярия,Документ,Зарегистрированный документ,ТБП53.Принять входящий документ,-,"Переход к типовому процессу ""Принять входящий документ"""
174,Судья,-,-,"",-,Переход к шагу 175
175,Судья,-,-,Необходимо внести изменения в план реструктуризации долгов?,-,"Если да, то переход к шагу 176. Если нет, то переход к шагу 196"
176,Судья,-,-,ТБП44.Назначить СЗ,-,"Переход к типовому процессу ""Назначить СЗ"""
177,Помощник судьи,Материалы дела,-,ТБП66.Подготовиться к СЗ,-,"Переход к типовому процессу ""Подготовиться к СЗ"""
178,Судья,Материалы дела,-,ТБП68.Провести СЗ,-,"Переход к типовому процессу ""Провести СЗ"""
179,Система,-,-,Проанализировать дело,-,Система автоматически выполняет: проанализировать дело
180,Судья,Материалы дела,-,ТБП59.Оценить доказательства по делу,-,"Переход к типовому процессу ""Оценить доказательства по делу"""
181,Судья,-,-,ТБП116.Рассмотреть вопрос об изменении плана,-,"Переход к типовому процессу ""Рассмотреть вопрос об изменении плана"""
182,Судья,-,-,Какой результат рассмотрения вопроса об утверждении плана реструктуризации?,-,"Переход к одному из шагов: 183, 186, 185"
183,Судья,Материалы дела,Определение об утверждении изменений в плане реструктуризации долгов гражданина,ТБП80.Принять СА,-,"Переход к типовому процессу ""Принять СА"""
184,Судья,-,-,"",-,Переход к шагу 196
185,Судья,Материалы дела,Определение об отказе в утверждении изменений в плане реструктуризации долгов гражданина,ТБП80.Принять СА,-,"Переход к типовому процессу ""Принять СА"""
186,Судья,-,-,Переход в шаг 300,-,Судья переход в шаг 300
187,ЛУВД,-,-,Получено уведомление по вопросу о внесении изменений в план  реструктуризации долгов гражданина,-,ЛУВД инициирует: получено уведомление по вопросу о внесении изменений в план  реструктуризации долгов гражданина
188,ЛУВД,Материалы дела,-,Ознакомиться,-,ЛУВД ознакомиться
189,Судья,-,-,Есть ли основание для обжалования?,-,"Если да, то переход к шагу 190. Если нет, то переход к шагу 191"
190,Судья,-,-,Переход к процессу апелляционного обжалования,-,Судья переход к процессу апелляционного обжалования
191,Судья,-,-,Суд утвердил изменения в плане?,-,"Если да, то переход к шагу 192. Если нет, то переход к шагу 193"
192,ЛУВД,-,-,Исполнять план в новой редакции,-,Завершение процесса: Исполнять план в новой редакции
193,ЛУВД,-,-,Лицо ознакомлено,-,Завершение процесса: Лицо ознакомлено
194,ЛУВД,-,-,Появилась необходимость отменить план реструктуризации долгов гражданина,-,ЛУВД инициирует: появилась необходимость отменить план реструктуризации долгов гражданина
195,Судья,-,-,Переход к схеме Отмена плана реструктуризации,-,Судья переход к схеме отмена плана реструктуризации
196,Судья,-,-,"",-,Переход к шагу 197
197,Судья,-,-,Требуется продлить срок исполнения плана  реструктуризации долгов?,-,"Если да, то переход к шагу 198. Если нет, то переход к шагу 199"
198,Судья,Материалы дела,Определение о продлении срока исполнения плана реструктуризации долгов гражданина,ТБП80.Принять СА,-,"Переход к типовому процессу ""Принять СА"""
199,Судья,-,-,"",-,Переход к шагу 205
200,ЛУВД,-,-,Получено уведомление о продлении срока исполнения плана реструктуризации долгов гражданина,-,ЛУВД инициирует: получено уведомление о продлении срока исполнения плана реструктуризации долгов гражданина
201,ЛУВД,Материалы дела,-,Ознакомиться,-,ЛУВД ознакомиться
202,Судья,-,-,Есть ли основание для обжалования?,-,"Если да, то переход к шагу 203. Если нет, то переход к шагу 204"
203,Судья,-,-,Переход к процессу апелляционного обжалования,-,Судья переход к процессу апелляционного обжалования
204,ЛУВД,-,-,Лицо ознакомлено,-,Завершение процесса: Лицо ознакомлено
205,Судья,-,-,ТБП44.Назначить СЗ,-,"Переход к типовому процессу ""Назначить СЗ"""
206,ЛУВД,-,-,Требуется направить отчет о результатах исполнения плана реструктуризации долгов гражданина,-,ЛУВД инициирует: требуется направить отчет о результатах исполнения плана реструктуризации долгов гражданина
207,ЛУВД,-,Отчет о результатах исполнения плана реструктуризации долгов гражданина,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
208,ЛУВД,-,-,"",-,Завершение процесса
209,Канцелярия,-,-,Поступил документ,-,Канцелярия инициирует: поступил документ
210,Канцелярия,Документ,Зарегистрированный документ,ТБП53.Принять входящий документ,-,"Переход к типовому процессу ""Принять входящий документ"""
211,Помощник судьи,-,-,"",-,Переход к шагу 212
212,Помощник судьи,Материалы дела,-,ТБП66.Подготовиться к СЗ,-,"Переход к типовому процессу ""Подготовиться к СЗ"""
213,Судья,Материалы дела,-,ТБП68.Провести СЗ,-,"Переход к типовому процессу ""Провести СЗ"""
214,Система,-,-,Проанализировать дело,-,Система автоматически выполняет: проанализировать дело
215,Судья,Материалы дела,-,ТБП59.Оценить доказательства по делу,-,"Переход к типовому процессу ""Оценить доказательства по делу"""
216,Судья,-,-,Рассмотреть отчет о результатах реструктуризации,-,Судья рассмотреть отчет о результатах реструктуризации
217,Судья,-,-,Какой результат рассмотрения вопроса о завершении процедуры реструктуризации?,-,"Переход к одному из шагов: 218, 233, 232, 230"
218,Судья,Материалы дела,Определение о завершении реструктуризации долгов гражданина,ТБП80.Принять СА,-,"Переход к типовому процессу ""Принять СА"""
219,ЛУВД,-,-,Получено уведомление о завершении реструктуризации долгов гражданина,-,ЛУВД инициирует: получено уведомление о завершении реструктуризации долгов гражданина
220,ЛУВД,Материалы дела,-,Ознакомиться,-,ЛУВД ознакомиться
221,Судья,-,-,Есть ли основание для обжалования?,-,"Если да, то переход к шагу 222. Если нет, то переход к шагу 223"
222,Судья,-,-,Переход к процессу апелляционного обжалования,-,Судья переход к процессу апелляционного обжалования
223,ЛУВД,-,-,АУ прекращает полномочия,-,Завершение процесса: АУ прекращает полномочия
224,ЛУВД,-,-,Возникла необходимость во взыскании судебных расходов,-,ЛУВД инициирует: возникла необходимость во взыскании судебных расходов
225,Судья,-,-,Переход в процесс рассмотрения заявления о взыскании судебных расходов,-,Судья переход в процесс рассмотрения заявления о взыскании судебных расходов
226,Судья,-,-,"",-,Переход к шагу 227
227,Судья,-,-,Ожидать 6 месяцев с даты вступления в законную силу СА,-,Судья ожидать 6 месяцев с даты вступления в законную силу са
228,Судья,-,-,ТБП89.Передать дело в архив,-,"Переход к типовому процессу ""Передать дело в архив"""
229,Судья,-,-,Дело передано в архив,-,Завершение процесса
230,Судья,-,-,ТБП64.Рассмотреть вопрос о прекращении производства по делу,-,"Переход к типовому процессу ""Рассмотреть вопрос о прекращении производства по делу"""
231,Судья,-,-,ТБП61.Рассмотреть вопрос о разъединении дел,-,"Переход к типовому процессу ""Рассмотреть вопрос о разъединении дел"""
232,Судья,-,-,ТБП64.Рассмотреть вопрос о прекращении производства по делу,-,"Переход к типовому процессу ""Рассмотреть вопрос о прекращении производства по делу"""
233,Судья,-,-,ТБП129.Рассмотреть вопрос о признании банкротом,-,"Переход к типовому процессу ""Рассмотреть вопрос о признании  банкротом"""
234,Судья,Материалы дела,Решение о признании должника банкротом и введении процедуры реализации имущества гражданина,ТБП80.Принять СА,-,"Переход к типовому процессу ""Принять СА"""
235,ЛУВД,-,-,Получено уведомление о признании должника банкротом и введении процедуры реализации имущества гражданина,-,ЛУВД инициирует: получено уведомление о признании должника банкротом и введении процедуры реализации имущества гражданина
236,ЛУВД,Материалы дела,-,Ознакомиться,-,ЛУВД ознакомиться
237,Судья,-,-,Есть ли основание для обжалования?,-,"Если да, то переход к шагу 238. Если нет, то переход к шагу 239"
